"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","celltype","direction"
"GO:0051127","positive regulation of actin nucleation","3/299","14/17758",0.00149889651942855,0.0338072280659432,0.0286995783819896,"Fmn1/Wasf1/Cyfip1",3,"Excitatory neurons","Up"
"GO:0015012","heparan sulfate proteoglycan biosynthetic process","4/299","30/17758",0.0015284002514592,0.0339766674604958,0.0288434186038343,"Ext1/Xylt1/Hs6st3/Ndst3",4,"Excitatory neurons","Up"
"GO:0048799","animal organ maturation","4/299","30/17758",0.0015284002514592,0.0339766674604958,0.0288434186038343,"Zbtb16/Ext1/Xylt1/Fat4",4,"Excitatory neurons","Up"
"GO:0007179","transforming growth factor beta receptor signaling pathway","10/299","192/17758",0.00158042254021978,0.0348612992903988,0.0295943988525545,"Zeb2/Ptprk/Itga8/Fbn1/Pparg/Fbn2/Npnt/Nrep/Itgb8/Sinhcaf",10,"Excitatory neurons","Up"
"GO:0001654","eye development","15/299","370/17758",0.0015907583171347,0.0348612992903988,0.0295943988525545,"Zeb2/Gpm6a/Nfix/Dcx/Miat/Nfib/Fat3/Dlg1/Large1/Dscam/Hcn1/Nectin3/Cc2d2a/Nfia/Gpd2",15,"Excitatory neurons","Up"
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","8/299","131/17758",0.00170292105229388,0.0370565214900569,0.0314579633974525,"Zeb2/Itga8/Fbn1/Pparg/Fbn2/Npnt/Nrep/Sinhcaf",8,"Excitatory neurons","Up"
"GO:0150063","visual system development","15/299","373/17758",0.00172091167333517,0.0371861333608788,0.0315679933010765,"Zeb2/Gpm6a/Nfix/Dcx/Miat/Nfib/Fat3/Dlg1/Large1/Dscam/Hcn1/Nectin3/Cc2d2a/Nfia/Gpd2",15,"Excitatory neurons","Up"
"GO:0001656","metanephros development","6/299","76/17758",0.00176484380654027,0.0376389131471696,0.0319523663984829,"Slit2/Itga8/Fbn1/Tshz3/Fmn1/Fat4",6,"Excitatory neurons","Up"
"GO:0042886","amide transport","15/299","374/17758",0.0017662273159675,0.0376389131471696,0.0319523663984829,"Kalrn/Stxbp5l/Chrm3/Fbn1/Pparg/Slc1a2/Vsnl1/Epha5/Kcnj6/Epm2a/Adcy8/Crhr1/Pex5l/Abcg2/Slc16a10",15,"Excitatory neurons","Up"
"GO:1902414","protein localization to cell junction","8/299","132/17758",0.00178691273976842,0.0378189066156467,0.0321051661680094,"Kalrn/Grin2a/Dlgap1/Asic2/Dlg1/Nectin3/Gpc4/Lgi1",8,"Excitatory neurons","Up"
"GO:0032793","positive regulation of CREB transcription factor activity","3/299","15/17758",0.00185040304275295,0.0379432770565614,0.0322107465252771,"Epha5/Adcy1/Adcy8",3,"Excitatory neurons","Up"
"GO:0048880","sensory system development","15/299","376/17758",0.00185985492460446,0.0379432770565614,0.0322107465252771,"Zeb2/Gpm6a/Nfix/Dcx/Miat/Nfib/Fat3/Dlg1/Large1/Dscam/Hcn1/Nectin3/Cc2d2a/Nfia/Gpd2",15,"Excitatory neurons","Up"
"GO:0035296","regulation of tube diameter","9/299","164/17758",0.00187712829013573,0.0379432770565614,0.0322107465252771,"Asic2/Chrm3/Ext1/Prkg1/Npr3/Mgll/Dock4/Arhgap42/Faah",9,"Excitatory neurons","Up"
"GO:0071248","cellular response to metal ion","9/299","164/17758",0.00187712829013573,0.0379432770565614,0.0322107465252771,"Syt1/Mef2c/Grin2a/Pparg/Cpne8/Asph/Kcnh1/Adcy8/Itpka",9,"Excitatory neurons","Up"
"GO:0097746","blood vessel diameter maintenance","9/299","164/17758",0.00187712829013573,0.0379432770565614,0.0322107465252771,"Asic2/Chrm3/Ext1/Prkg1/Npr3/Mgll/Dock4/Arhgap42/Faah",9,"Excitatory neurons","Up"
"GO:0001558","regulation of cell growth","16/299","415/17758",0.00187795684055992,0.0379432770565614,0.0322107465252771,"Syt1/Vgll4/Dcx/Slit2/Plxna4/Bcl11a/Pparg/Dscam/Sema6d/Epm2a/Lgi1/Trpc5/Map2k5/Cyfip1/Mgll/Slit1",16,"Excitatory neurons","Up"
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","14/299","339/17758",0.00190268044951069,0.0379432770565614,0.0322107465252771,"Zeb2/Ptprk/Itga8/Ppm1l/Ext1/Fbn1/Pparg/Fbn2/Npnt/Nrep/Itgb8/Sinhcaf/Bmper/Nfia",14,"Excitatory neurons","Up"
"GO:1990778","protein localization to cell periphery","15/299","377/17758",0.00190820070013001,0.0379432770565614,0.0322107465252771,"Kalrn/Grin2a/Camk2g/Kcnb2/Dlg1/Large1/Sytl2/Nectin3/Gpc4/Rapgef2/Efr3a/Epm2a/Lgi1/Dpp10/Rab40b",15,"Excitatory neurons","Up"
"GO:0046503","glycerolipid catabolic process","5/299","53/17758",0.00193962372330614,0.0379432770565614,0.0322107465252771,"Pla2g4e/Enpp2/Daglb/Mgll/Faah",5,"Excitatory neurons","Up"
"GO:0090659","walking behavior","5/299","53/17758",0.00193962372330614,0.0379432770565614,0.0322107465252771,"Dab1/Large1/Dmd/Oxr1/Pcdh15",5,"Excitatory neurons","Up"
"GO:0052652","cyclic purine nucleotide metabolic process","4/299","32/17758",0.00195330533729872,0.0379432770565614,0.0322107465252771,"Adcy2/Pde1a/Adcy1/Adcy8",4,"Excitatory neurons","Up"
"GO:1904752","regulation of vascular associated smooth muscle cell migration","4/299","32/17758",0.00195330533729872,0.0379432770565614,0.0322107465252771,"Mef2c/Prkg1/Pcsk5/Dock4",4,"Excitatory neurons","Up"
"GO:0035150","regulation of tube size","9/299","165/17758",0.00195682850067014,0.0379432770565614,0.0322107465252771,"Asic2/Chrm3/Ext1/Prkg1/Npr3/Mgll/Dock4/Arhgap42/Faah",9,"Excitatory neurons","Up"
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","8/299","134/17758",0.00196470043011321,0.0379432770565614,0.0322107465252771,"Zeb2/Itga8/Fbn1/Pparg/Fbn2/Npnt/Nrep/Sinhcaf",8,"Excitatory neurons","Up"
"GO:0010632","regulation of epithelial cell migration","11/299","232/17758",0.00198348616584404,0.0380681506363855,0.0323167540064292,"Arsb/Mef2c/Slit2/Prkca/Pparg/Ccbe1/Enpp2/Map2k5/Bmper/Mcc/Ptprr",11,"Excitatory neurons","Up"
"GO:0019229","regulation of vasoconstriction","6/299","78/17758",0.00201638038927325,0.0384605889065083,0.0326499020797202,"Asic2/Chrm3/Mgll/Dock4/Arhgap42/Faah",6,"Excitatory neurons","Up"
"GO:0008360","regulation of cell shape","8/299","135/17758",0.00205867089986049,0.0390263379176006,0.0331301768321106,"Arhgap15/Plxna4/Dlg1/Plxna2/Gas7/Cdc42se2/Cyfip1/Plekho1",8,"Excitatory neurons","Up"
"GO:0019932","second-messenger-mediated signaling","12/299","270/17758",0.00216401816098572,0.0407732690088164,0.0346131788008756,"Ryr2/Adcy2/Chrm3/Tenm2/Fhl2/Dmd/Epha5/Prkg1/Rapgef2/Adcy8/Crhr1/Pex5l",12,"Excitatory neurons","Up"
"GO:0009187","cyclic nucleotide metabolic process","4/299","33/17758",0.00219362603298021,0.0408331592886075,0.0346640207621222,"Adcy2/Pde1a/Adcy1/Adcy8",4,"Excitatory neurons","Up"
"GO:0048841","regulation of axon extension involved in axon guidance","4/299","33/17758",0.00219362603298021,0.0408331592886075,0.0346640207621222,"Plxna4/Dscam/Sema6d/Slit1",4,"Excitatory neurons","Up"
"GO:0072673","lamellipodium morphogenesis","3/299","16/17758",0.00224922127523732,0.0411239350538602,0.0349108656631646,"Wasf1/Enpp2/Plekho1",3,"Excitatory neurons","Up"
"GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","3/299","16/17758",0.00224922127523732,0.0411239350538602,0.0349108656631646,"Mef2c/Plxna4/Plxna2",3,"Excitatory neurons","Up"
"GO:1904322","cellular response to forskolin","3/299","16/17758",0.00224922127523732,0.0411239350538602,0.0349108656631646,"Adcy2/Epha5/Adcy8",3,"Excitatory neurons","Up"
"GO:0050769","positive regulation of neurogenesis","13/299","308/17758",0.00226248186380461,0.0411239350538602,0.0349108656631646,"Kalrn/Zeb2/Ptprd/Dcx/Plxna4/Bcl11a/Pparg/Dscam/Plxna2/Enpp2/Trpc5/Cyfip1/Itpka",13,"Excitatory neurons","Up"
"GO:0050768","negative regulation of neurogenesis","9/299","169/17758",0.00230307691070807,0.0416170038250757,0.035329440821696,"Brinp1/Dab1/Slit2/Bcl11a/Sema6d/Rapgef2/Trpc5/Slit1/Trpc6",9,"Excitatory neurons","Up"
"GO:0048706","embryonic skeletal system development","7/299","108/17758",0.00234246582507114,0.0420826709271501,0.0357247541987594,"Satb2/Mef2c/Ext1/Dlg1/Xylt1/Pcsk5/Etl4",7,"Excitatory neurons","Up"
"GO:0099010","modification of postsynaptic structure","4/299","34/17758",0.00245357913302541,0.0438240434742688,0.0372030374170935,"Kalrn/Wasf1/Cyfip1/Itpka",4,"Excitatory neurons","Up"
"GO:0014909","smooth muscle cell migration","7/299","109/17758",0.00246798206847375,0.0438279574228959,0.0372063600401487,"Mef2c/Slit2/Pparg/Sema6d/Prkg1/Pcsk5/Dock4",7,"Excitatory neurons","Up"
"GO:0010001","glial cell differentiation","12/299","275/17758",0.00251652352318893,0.0444346153523075,0.0377213631265373,"Zeb2/Nfix/Dab1/Miat/Nfib/Trpc4/Large1/Pparg/Dmd/Enpp2/Sox5/Nfia",12,"Excitatory neurons","Up"
"GO:0043270","positive regulation of monoatomic ion transport","11/299","240/17758",0.00258141533071935,0.045256276559262,0.0384188864539877,"Ryr2/Cacna2d1/Asic2/Rgs7/Dlg1/Trpc4/Dmd/Asph/Hcn1/Cemip/Trpc6",11,"Excitatory neurons","Up"
"GO:0030072","peptide hormone secretion","12/299","276/17758",0.00259234982232666,0.045256276559262,0.0384188864539877,"Kalrn/Stxbp5l/Chrm3/Fbn1/Pparg/Vsnl1/Epha5/Kcnj6/Adcy8/Crhr1/Pex5l/Slc16a10",12,"Excitatory neurons","Up"
"GO:2000300","regulation of synaptic vesicle exocytosis","5/299","57/17758",0.00267988575193696,0.0457966743140494,0.03887764005812,"Syt1/Ppfia2/Stxbp5l/Prkca/Kcnh1",5,"Excitatory neurons","Up"
"GO:2001222","regulation of neuron migration","5/299","57/17758",0.00267988575193696,0.0457966743140494,0.03887764005812,"Nrg3/Unc5d/Ntng2/Rapgef2/Flrt2",5,"Excitatory neurons","Up"
"GO:0021781","glial cell fate commitment","3/299","17/17758",0.00269740929616731,0.0457966743140494,0.03887764005812,"Nfix/Nfib/Nfia",3,"Excitatory neurons","Up"
"GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","3/299","17/17758",0.00269740929616731,0.0457966743140494,0.03887764005812,"Mef2c/Plxna4/Plxna2",3,"Excitatory neurons","Up"
"GO:1904321","response to forskolin","3/299","17/17758",0.00269740929616731,0.0457966743140494,0.03887764005812,"Adcy2/Epha5/Adcy8",3,"Excitatory neurons","Up"
"GO:0060348","bone development","10/299","207/17758",0.00274090598904356,0.0461580116145737,0.0391843859456711,"Nfix/Mef2c/Zbtb16/Ext1/Fbn1/Large1/Xylt1/Dmd/Fat4/Poc1a",10,"Excitatory neurons","Up"
"GO:0006029","proteoglycan metabolic process","6/299","83/17758",0.00276350554973985,0.0461580116145737,0.0391843859456711,"Arsb/Ext1/Xylt1/Chsy3/Hs6st3/Ndst3",6,"Excitatory neurons","Up"
"GO:0051966","regulation of synaptic transmission, glutamatergic","6/299","83/17758",0.00276350554973985,0.0461580116145737,0.0391843859456711,"Syt1/Mef2c/Grin2a/Tshz3/Grm3/Dgkz",6,"Excitatory neurons","Up"
"GO:0030166","proteoglycan biosynthetic process","5/299","58/17758",0.00289304033848326,0.0480617991715767,0.0408005462563683,"Ext1/Xylt1/Chsy3/Hs6st3/Ndst3",5,"Excitatory neurons","Up"
"GO:0021675","nerve development","6/299","84/17758",0.00293490351778375,0.048160016460305,0.0408839247211991,"Ext1/Plxna4/Large1/Dmd/Gabra5/Atp8b1",6,"Excitatory neurons","Up"
"GO:0002790","peptide secretion","12/299","281/17758",0.00299991486863028,0.048160016460305,0.0408839247211991,"Kalrn/Stxbp5l/Chrm3/Fbn1/Pparg/Vsnl1/Epha5/Kcnj6/Adcy8/Crhr1/Pex5l/Slc16a10",12,"Excitatory neurons","Up"
"GO:0010038","response to metal ion","12/299","281/17758",0.00299991486863028,0.048160016460305,0.0408839247211991,"Syt1/Ryr2/Mef2c/Grin2a/Pparg/Cpne8/Asph/Hcn1/Kcnh1/Pcdh15/Adcy8/Itpka",12,"Excitatory neurons","Up"
"GO:0006939","smooth muscle contraction","7/299","113/17758",0.00302255576587282,0.048160016460305,0.0408839247211991,"Chrm3/Dlg1/Tshz3/Prkg1/Npnt/Dock4/Arhgap42",7,"Excitatory neurons","Up"
"GO:0021543","pallium development","9/299","176/17758",0.00302486661589896,0.048160016460305,0.0408839247211991,"Zeb2/Nfix/Dab1/Dcx/Slit2/Large1/Epha5/Fat4/Sun1",9,"Excitatory neurons","Up"
"GO:0051961","negative regulation of nervous system development","9/299","176/17758",0.00302486661589896,0.048160016460305,0.0408839247211991,"Brinp1/Dab1/Slit2/Bcl11a/Sema6d/Rapgef2/Trpc5/Slit1/Trpc6",9,"Excitatory neurons","Up"
"GO:0099560","synaptic membrane adhesion","4/299","36/17758",0.00303548803334397,0.048160016460305,0.0408839247211991,"Ptprd/Gpc4/Ntng2/Il1rap",4,"Excitatory neurons","Up"
"GO:1904738","vascular associated smooth muscle cell migration","4/299","36/17758",0.00303548803334397,0.048160016460305,0.0408839247211991,"Mef2c/Prkg1/Pcsk5/Dock4",4,"Excitatory neurons","Up"
"GO:0048705","skeletal system morphogenesis","10/299","210/17758",0.00303922433972799,0.048160016460305,0.0408839247211991,"Satb2/Nfix/Mef2c/Ext1/Dlg1/Fmn1/Fbn2/Schip1/Sox5/Poc1a",10,"Excitatory neurons","Up"
"GO:0021766","hippocampus development","6/299","85/17758",0.00311412818087032,0.0484179919421773,0.0411029248577435,"Zeb2/Nfix/Dab1/Dcx/Large1/Epha5",6,"Excitatory neurons","Up"
"GO:0046888","negative regulation of hormone secretion","6/299","85/17758",0.00311412818087032,0.0484179919421773,0.0411029248577435,"Kalrn/Stxbp5l/Fbn1/Pparg/Vsnl1/Kcnj6",6,"Excitatory neurons","Up"
"GO:0035176","social behavior","5/299","59/17758",0.00311818135808844,0.0484179919421773,0.0411029248577435,"Kalrn/Brinp1/Nfix/Ext1/Npas4",5,"Excitatory neurons","Up"
"GO:0051703","biological process involved in intraspecies interaction between organisms","5/299","59/17758",0.00311818135808844,0.0484179919421773,0.0411029248577435,"Kalrn/Brinp1/Nfix/Ext1/Npas4",5,"Excitatory neurons","Up"
"GO:0033555","multicellular organismal response to stress","7/299","114/17758",0.00317501639798803,0.049054003348915,0.0416428466515061,"Brinp1/Mef2c/Ext1/Large1/Hcn1/Gabra5/Crhr1",7,"Excitatory neurons","Up"
"GO:0045986","negative regulation of smooth muscle contraction","3/299","18/17758",0.00319688087960718,0.0491460791939612,0.0417210115317156,"Prkg1/Dock4/Arhgap42",3,"Excitatory neurons","Up"
"GO:0043484","regulation of RNA splicing","32/814","169/17758",6.46683343924981e-12,3.07627266705114e-08,2.68543767556216e-08,"Fus/Tra2a/Son/Rbfox2/Hnrnph1/Mbnl1/Clk1/Srsf5/Hnrnpa2b1/Srsf7/Slc38a2/Ddx5/Tra2b/Hnrnph2/Hnrnph3/Rrp1b/Srrm1/Fxr1/Celf6/Kat2b/Rps26/Atxn7l3/Hnrnpl/Ildr2/Sf1/Rbm3/Clk2/Supt20/U2af2/Clk4/Eny2/Srsf2",32,"Excitatory neurons","Down"
"GO:0007626","locomotory behavior","36/814","256/17758",2.0175854482014e-09,4.63838168037982e-06,4.04908350665465e-06,"Zfhx3/Etv5/Adcy5/Grm1/Htr2c/Zic1/Fign/Sez6/Eps8/Cntnap2/Adra1b/Gng7/Pde1b/Dlg4/Abat/Cacna1c/Gad1/Ube3a/Lrrk2/Rcan2/Drd2/Alk/Oprm1/Reln/Gpr88/Shank3/Nlgn2/Ppp1r1b/Grin2d/Npas3/Slc25a46/Pbx3/Inpp5f/Rasd2/Strn/Adora2a",36,"Excitatory neurons","Down"
"GO:0002181","cytoplasmic translation","25/814","137/17758",2.92519340784937e-09,4.63838168037982e-06,4.04908350665465e-06,"Hnrnpd/Rplp1/Nmnat2/Rpl35a/Rpl14/Rpl17/Fau/Impact/Rpl24/Rpl21/Rps26/Ybx1/Rps15/Rps24/Rpl34/Rps8/Rpl11/Rps23/Rpl19/Rpl13a/Rpl13/Rps20/Eif5/Eif2s2/Rps7",25,"Excitatory neurons","Down"
"GO:0008380","RNA splicing","47/814","403/17758",4.01828665801624e-09,4.77874740804581e-06,4.17161601733528e-06,"Fus/Tra2a/Son/Rbfox2/Hnrnph1/Mbnl1/Clk1/Srsf5/Srek1/Hnrnpa2b1/Srsf7/Ivns1abp/Slc38a2/Ddx5/Tra2b/Sfpq/Psip1/Hnrnph2/Rbm28/Hnrnph3/Rrp1b/Rsrp1/Srrm1/Fxr1/Celf6/Kat2b/Prpf4b/Sf3b1/Paxbp1/Ddx39b/Rps26/Ybx1/Atxn7l3/Hnrnpl/Ildr2/Sf1/Rbm3/Zcchc8/Clk2/Supt20/U2af2/Prpf38b/Zcrb1/Clk4/Eny2/Scaf1/Srsf2",47,"Excitatory neurons","Down"
"GO:0035249","synaptic transmission, glutamatergic","23/814","123/17758",7.69654699156757e-09,7.32249480777739e-06,6.39218481720717e-06,"Shc3/Unc13c/Grm1/Cacng4/Grm4/Grid2/Homer1/Slc38a2/Slc17a6/Lrrk2/Cacng2/Fxr1/Drd2/Reln/Shank3/Nlgn2/Grin2d/Clstn3/Serpine2/Ntrk2/Grin3a/Htr1b/Adora2a",23,"Excitatory neurons","Down"
"GO:0031400","negative regulation of protein modification process","46/814","428/17758",7.2605637884592e-08,5.36966634524604e-05,4.68745975061586e-05,"Prkch/Per2/Ube2b/Slc8a3/Spred1/Spred2/Cnksr3/Ivns1abp/Prkcd/Sh3rf2/Rock2/Wnk1/Pcp4/Cry1/Prkar1a/Ptpn5/Lrrk2/Gsk3b/Adnp/Drd2/Kat2b/Ppp4r4/Spry2/Impact/Pard3/Dnaja1/Stk38/Rpl11/Ppp1r1b/Prkcg/Ptpn13/Sirt7/Deptor/Rgs2/Prkar2b/Ppp2r5d/Inpp5f/Smad7/Rasd2/U2af2/Ctdsp2/Rps7/Itgb1bp1/Camk2n1/Adora2a/Rabgef1",46,"Excitatory neurons","Down"
"GO:0031644","regulation of nervous system process","24/814","150/17758",8.49993450587819e-08,5.36966634524604e-05,4.68745975061586e-05,"Shisa9/Grm1/Htr2c/Slc8a3/Cacng4/Tafa4/Homer1/Cntnap2/Rock2/Neto2/Dlg4/Abat/Lrrk2/Gsk3b/Pard3/Reln/Zfhx2/Shank3/Nlgn2/Shisa7/Grin2d/Baiap2/Nrxn2/Dlgap3",24,"Excitatory neurons","Down"
"GO:0099601","regulation of neurotransmitter receptor activity","15/814","62/17758",9.03034071094563e-08,5.36966634524604e-05,4.68745975061586e-05,"Shisa9/Cacng4/Homer1/Rgs9/Neto2/Dlg4/Cacng2/Oprm1/Reln/Shank3/Nlgn2/Shisa7/Nrxn2/Klhl24/Dlgap3",15,"Excitatory neurons","Down"
"GO:0048167","regulation of synaptic plasticity","32/814","247/17758",1.13149798894755e-07,5.98059548158165e-05,5.2207714226878e-05,"Shisa9/Unc13c/Gnal/Slc8a3/Kmt2a/Grid2/Grid2ip/Dlg4/Ptpn5/Mir124-2hg/Ube3a/Gsk3b/Fxr1/Drd2/Paip2/Reln/Jph4/Shank3/Akap5/Shisa7/Pde9a/Prkcg/Grin2d/Arf1/Serpine2/Ywhag/Rims3/Slc38a1/Baiap2/Ntrk2/Ncdn/Adora2a",32,"Excitatory neurons","Down"
"GO:0042391","regulation of membrane potential","47/814","451/17758",1.32580842942314e-07,6.3068706987659e-05,5.50559395165716e-05,"Bcl2/Slc8a3/Rbfox2/Tafa4/Grid2/Sez6/Kcna4/Rgs7bp/Cntnap2/Cacnb2/Akap9/Dlg4/Abat/Cacna1c/Dpp6/Camk2d/Lrrk2/Gabra4/Cacng2/Gsk3b/Slc29a1/Kcnip2/Oprm1/Reln/Gpr88/Atp2a2/Ubb/Scn3b/Dynll1/Shank3/Cx3cl1/Nlgn2/Grin2d/Rnf207/Kcnmb2/Rims3/Baiap2/Smad7/Ntrk2/Grin3a/Cxadr/Slc25a27/Scn4b/Ctnna3/Atp1b3/Adora2a/Pkp2",47,"Excitatory neurons","Down"
"GO:0051966","regulation of synaptic transmission, glutamatergic","17/814","83/17758",1.74463038735215e-07,7.5447334114856e-05,6.58618840009973e-05,"Grm1/Cacng4/Grm4/Homer1/Slc38a2/Lrrk2/Cacng2/Fxr1/Drd2/Reln/Shank3/Nlgn2/Grin2d/Serpine2/Ntrk2/Htr1b/Adora2a",17,"Excitatory neurons","Down"
"GO:0045664","regulation of neuron differentiation","29/814","216/17758",2.05918068351033e-07,8.16293542621552e-05,7.12584894425284e-05,"Zfhx3/Cntn4/Etv5/Bcl2/Zeb1/Vwc2/Map3k13/Pcp4/Dpysl2/Lrrk2/Gsk3b/Cit/Rap1gap/Alk/Timp2/Impact/Reln/Zfhx2/Bmp6/Sox8/Upf3b/Ywhag/Cpne1/Gli3/Dixdc1/Brinp2/Gdpd5/Rnf112/Bcl11b",29,"Excitatory neurons","Down"
"GO:0048813","dendrite morphogenesis","26/814","187/17758",4.38671948368227e-07,0.000160520189106743,0.000140126383507098,"Rbfox2/Robo1/Cdk5r1/Dpysl5/Dnm3/Cntnap2/Rock2/Mef2a/Dnm1l/Dlg4/Sgk1/Ube3a/Lrrk2/Gsk3b/Cit/Ptprz1/Reln/Pdlim5/Shank3/Akap5/Lzts3/Sdc2/Kndc1/Caprin1/Baiap2/Numbl",26,"Excitatory neurons","Down"
"GO:0048511","rhythmic process","33/814","282/17758",7.78874406922052e-07,0.000264650396694871,0.000231027032729887,"Zfhx3/Per2/Kmt2a/Hnrnpd/Cdk5r1/Ddx5/Sfpq/Bhlhe41/Cntnap2/Rock2/Per1/Dnm1l/Cry1/Ptprn/Ube3a/Gsk3b/Gpr149/Fxr1/Drd2/Mat2a/Kat2b/Csnk1e/Nr1d2/Prkcg/Tef/Prkg2/Siah2/Ntrk2/Grin3a/Rai1/Maged1/Bhlhe40/Adora2a",33,"Excitatory neurons","Down"
"GO:0099565","chemical synaptic transmission, postsynaptic","19/814","113/17758",8.56523085269979e-07,0.000271632021108619,0.000237121654132636,"Grm1/Slc8a3/Grid2/Sez6/Cntnap2/Dlg4/Abat/Lrrk2/Gsk3b/Slc29a1/Oprm1/Reln/Shank3/Cx3cl1/Nlgn2/Grin2d/Baiap2/Grin3a/Adora2a",19,"Excitatory neurons","Down"
"GO:0060078","regulation of postsynaptic membrane potential","20/814","126/17758",1.14294778961083e-06,0.000332978234814807,0.000290673940087055,"Slc8a3/Grid2/Sez6/Rgs7bp/Cntnap2/Dlg4/Abat/Lrrk2/Gabra4/Gsk3b/Slc29a1/Oprm1/Reln/Shank3/Cx3cl1/Nlgn2/Grin2d/Baiap2/Grin3a/Adora2a",20,"Excitatory neurons","Down"
"GO:0007612","learning","25/814","185/17758",1.24625321867747e-06,0.000332978234814807,0.000290673940087055,"Foxp2/Slc8a3/Kmt2a/Grm4/Cntnap2/Slc6a1/Adra1b/Pde1b/Cacna1c/Ndrg4/Sgk1/Ube3a/Specc1/Drd2/Reln/Gpr88/Jph4/Shank3/Ppp1r1b/Clstn3/Hrh3/Prkar2b/Ntrk2/Nrxn2/Ap1s2",25,"Excitatory neurons","Down"
"GO:0018210","peptidyl-threonine modification","19/814","116/17758",1.29361693205422e-06,0.000332978234814807,0.000290673940087055,"Bcl2/Clk1/Spred1/Spred2/Prkcd/Cdk5r1/Rock2/Wnk1/Galnt13/Camk2d/Lrrk2/Gsk3b/Galnt11/Spry2/Pard3/Sbk1/Ppp2r5d/Smad7/Oxsr1",19,"Excitatory neurons","Down"
"GO:0016358","dendrite development","35/814","316/17758",1.32995300850985e-06,0.000332978234814807,0.000290673940087055,"Rbfox2/Robo1/Sez6/Cdk5r1/Dpysl5/Dnm3/Cntnap2/Rock2/Mef2a/Dnm1l/Dlg4/Sgk1/Ube3a/Lrrk2/Gsk3b/Cit/Ptprz1/Alk/Reln/Pdlim5/Shank3/Akap5/Nlgn2/Lzts3/Sdc2/Arf1/Slc25a46/Kndc1/Caprin1/Baiap2/Ntrk2/Grin3a/Numbl/Strn/Crk",35,"Excitatory neurons","Down"
"GO:0007623","circadian rhythm","26/814","204/17758",2.356780043957e-06,0.000547344137240963,0.00047780503444577,"Zfhx3/Per2/Kmt2a/Hnrnpd/Ddx5/Sfpq/Bhlhe41/Cntnap2/Rock2/Per1/Cry1/Ube3a/Gsk3b/Fxr1/Drd2/Mat2a/Csnk1e/Nr1d2/Prkcg/Prkg2/Siah2/Ntrk2/Rai1/Maged1/Bhlhe40/Adora2a",26,"Excitatory neurons","Down"
"GO:0051955","regulation of amino acid transport","12/814","51/17758",2.41627640993488e-06,0.000547344137240963,0.00047780503444577,"Per2/Htr2c/Slc38a2/Slc6a1/Dpysl2/Abat/Gabbr1/Hrh3/Rgs2/Slc38a1/Htr1b/Adora2a",12,"Excitatory neurons","Down"
"GO:0007611","learning or memory","34/814","313/17758",2.90633601271245e-06,0.000628429109657869,0.000548588304791895,"Shc3/Foxp2/Slc8a3/Kmt2a/Grm4/Cntnap2/Slc6a1/Adra1b/Pde1b/Cacna1c/Ndrg4/Sgk1/Ube3a/Specc1/Rcan2/Adnp/Drd2/Ptprz1/Paip2/Reln/Gpr88/Jph4/Shank3/Shisa7/Ppp1r1b/Kcnab1/Clstn3/Hrh3/Prkar2b/Ntrk2/Nrxn2/Ap1s2/Ldlr/Camk2n1",34,"Excitatory neurons","Down"
"GO:0099173","postsynapse organization","29/814","249/17758",3.95670855017039e-06,0.000758318023786272,0.000661975062530972,"Etv5/Gap43/Grid2/Homer1/Cdk5r1/Dnm3/Cntnap2/Rock2/Dnm1l/Dlg4/Ube3a/Lrrk2/Rheb/Zfp804a/Reln/Pdlim5/Shank3/Nlgn2/Shisa7/Stk38/Lzts3/Arf1/Caprin1/Baiap2/Lhfpl4/Nrxn2/Numbl/Crk/Dgkb",29,"Excitatory neurons","Down"
"GO:0042752","regulation of circadian rhythm","18/814","114/17758",4.19894101893951e-06,0.000758318023786272,0.000661975062530972,"Zfhx3/Per2/Hnrnpd/Sfpq/Rock2/Per1/Cry1/Ube3a/Gsk3b/Fxr1/Drd2/Csnk1e/Nr1d2/Prkcg/Siah2/Maged1/Bhlhe40/Adora2a",18,"Excitatory neurons","Down"
"GO:0050806","positive regulation of synaptic transmission","25/814","198/17758",4.34698562509805e-06,0.000758318023786272,0.000661975062530972,"Htr2c/Slc8a3/Cacng4/Dnm1l/Dlg4/Ptpn5/Mir124-2hg/Cacng2/Gsk3b/Fxr1/Drd2/Paip2/Reln/Shank3/Akap5/Nlgn2/Shisa7/Pde9a/Prkcg/Grin2d/Clstn3/Serpine2/Rims3/Ntrk2/Adora2a",25,"Excitatory neurons","Down"
