"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
1.70257309957038e-28,-11.0592643539675,0,0.34,3.77886099449645e-24,"Xist","Astrocytes"
2.92230529110411e-21,-1.72304979888811,0.318,0.656,6.48605659360558e-17,"Rgl1","Astrocytes"
2.27137464691761e-15,1.35200846048559,0.659,0.401,5.04131602883364e-11,"Dab1","Astrocytes"
3.54968843512415e-15,1.18549327105985,0.725,0.45,7.87853348175806e-11,"Ctnna2","Astrocytes"
3.90961348230834e-15,-1.37400163018473,0.298,0.603,8.67738712398336e-11,"Plce1","Astrocytes"
4.35858174699782e-13,1.18669301359367,0.698,0.496,9.67387218746166e-09,"Gnao1","Astrocytes"
7.77542197163929e-13,0.751614983864935,0.892,0.823,1.72575490660534e-08,"Slc1a3","Astrocytes"
1.19387996575714e-12,-1.36686196810879,0.367,0.599,2.64981658399797e-08,"Lrig1","Astrocytes"
6.42364190601909e-12,-0.94709410773041,0.446,0.716,1.42572732104094e-07,"Lhfp","Astrocytes"
8.48734927851635e-12,0.778092718401315,0.682,0.404,1.8837671723667e-07,"Csmd1","Astrocytes"
9.37696467881386e-12,-1.13554565527317,0.446,0.66,2.08121731046274e-07,"Erbb4","Astrocytes"
1.69806032139426e-11,1.39336576140426,0.456,0.202,3.76884488333455e-07,"Fam13c","Astrocytes"
1.77793791746905e-11,0.839347347611581,0.731,0.546,3.94613320782255e-07,"Dclk1","Astrocytes"
2.80552754532437e-11,-1.61203256833959,0.131,0.369,6.22686838684743e-07,"B230323A14Rik","Astrocytes"
2.80844486306822e-11,0.783614575850116,0.826,0.777,6.23334337357991e-07,"Slc1a2","Astrocytes"
1.06304893932361e-10,0.960653317543407,0.669,0.44,2.35943712082875e-06,"Rgs7","Astrocytes"
1.32035507511202e-10,1.02080700002125,0.725,0.578,2.93052808921112e-06,"Mertk","Astrocytes"
2.97869292330801e-10,1.17733379624308,0.416,0.17,6.61120894328213e-06,"Ephb1","Astrocytes"
3.06026002824858e-10,1.42411933646181,0.38,0.149,6.79224713269773e-06,"Gm5089","Astrocytes"
3.09006252185873e-10,1.47722412250682,0.43,0.191,6.85839376726546e-06,"Grip1","Astrocytes"
7.30073461830492e-10,-0.539970239484508,0.859,0.911,1.62039804853278e-05,"Trpm3","Astrocytes"
7.3907253843563e-10,0.861617898330535,0.475,0.206,1.64037149905788e-05,"Adam23","Astrocytes"
1.85723980211118e-09,1.50729724466785,0.403,0.191,4.12214374078577e-05,"Dcc","Astrocytes"
2.06249857205045e-09,-0.861024454055979,0.603,0.752,4.57771558066597e-05,"Kcnd2","Astrocytes"
3.11871963438998e-09,0.687142769575046,0.846,0.755,6.92199822852857e-05,"Prex2","Astrocytes"
4.24019731050985e-09,1.58882230015462,0.275,0.085,9.41111793067661e-05,"Emx2os","Astrocytes"
1.4687596511639e-08,0.816912267735836,0.797,0.734,0.000325991204575827,"Cadm1","Astrocytes"
2.43028124707707e-08,-1.29417360184804,0.131,0.33,0.000539400922788756,"Shroom3","Astrocytes"
2.85197980704919e-08,1.21360845524207,0.39,0.195,0.000632996918174568,"St6galnac5","Astrocytes"
2.91608293199719e-08,1.10759178563687,0.4,0.191,0.000647224606756775,"Unc13c","Astrocytes"
3.98853732533723e-08,0.488785230570879,0.885,0.805,0.000885255859358598,"B3galt1","Astrocytes"
5.15923535679606e-08,-0.897230320027221,0.416,0.603,0.00114509228744089,"Gria1","Astrocytes"
5.86904788692559e-08,0.531865172132951,0.797,0.702,0.00130263517850314,"Dennd1a","Astrocytes"
8.92241111635801e-08,1.19275827543495,0.384,0.199,0.00198032914727566,"Gldc","Astrocytes"
1.31200753598634e-07,-0.990784997770402,0.22,0.422,0.00291200072612169,"Gm29683","Astrocytes"
1.44407959034464e-07,2.40919515014283,0.19,0.05,0.00320513465076993,"Lama3","Astrocytes"
1.90861107109151e-07,-2.41705425731223,0.03,0.152,0.00423616227228761,"C4b","Astrocytes"
2.43877771701239e-07,1.53544432853751,0.262,0.099,0.00541286714290899,"Swap70","Astrocytes"
3.1964644475826e-07,-0.88142668287557,0.374,0.585,0.00709455284140958,"Rgma","Astrocytes"
4.43008445564868e-07,-1.95988259460909,0.046,0.177,0.00983257244931225,"Galnt10","Astrocytes"
4.82276011615138e-07,0.646605606911001,0.475,0.259,0.010704116077798,"Robo2","Astrocytes"
6.09065621187434e-07,0.67656966567685,0.715,0.56,0.0135182114622551,"Gpm6a","Astrocytes"
6.18114247898432e-07,-0.785182260321155,0.262,0.461,0.0137190457321057,"Spon1","Astrocytes"
6.51608250406198e-07,-1.06475002243771,0.207,0.394,0.0144624451177656,"AC149090.1","Astrocytes"
6.75013905564242e-07,1.33769341452142,0.292,0.124,0.0149819336339984,"Lypd6","Astrocytes"
9.63084102227793e-07,0.90404729120879,0.518,0.358,0.0213756516489459,"Slco1c1","Astrocytes"
1.96328627732723e-06,-0.671486751580168,0.666,0.77,0.0435751389252778,"Il1rapl1","Astrocytes"
2.26300945324372e-06,-1.00768273387256,0.141,0.305,0.0502274948147443,"Hrh1","Astrocytes"
2.6628947053081e-06,0.832363410716348,0.528,0.358,0.0591029479843133,"Meis2","Astrocytes"
2.71121955991395e-06,-1.11454080398696,0.082,0.223,0.06017551813229,"Tmem117","Astrocytes"
2.84867608018616e-06,0.535866725192378,0.761,0.596,0.0632263655997318,"Gli3","Astrocytes"
3.0141174073892e-06,-0.704546848199167,0.607,0.702,0.0668983358570033,"Fry","Astrocytes"
3.67596398618182e-06,1.25412431086589,0.407,0.245,0.0815880206733055,"Fgf13","Astrocytes"
3.73637320856762e-06,0.516225532327788,0.79,0.706,0.0829288033641584,"Gpm6b","Astrocytes"
5.14970852339221e-06,1.26608571017503,0.321,0.167,0.11429778067669,"Ptchd4","Astrocytes"
5.35619573790191e-06,1.51817235674065,0.216,0.085,0.118880764402733,"mt-Co3","Astrocytes"
5.79884957943729e-06,0.331289434634173,0.908,0.865,0.128705466415611,"Nrxn1","Astrocytes"
6.85879798220913e-06,1.15373761802076,0.374,0.216,0.152231021215132,"4930488L21Rik","Astrocytes"
9.01442849895325e-06,-0.498107652350698,0.803,0.812,0.200075240534267,"Lrrc4c","Astrocytes"
1.00415837986775e-05,0.540054428798196,0.859,0.801,0.222872952411647,"Frmd4a","Astrocytes"
1.04790557449202e-05,1.15910048739171,0.233,0.096,0.232582642258503,"Gfra1","Astrocytes"
1.08549926812356e-05,-0.709208023612187,0.233,0.418,0.240926562560025,"Adcy8","Astrocytes"
1.11612816920381e-05,0.43563075529954,0.839,0.784,0.247724647154786,"Dtna","Astrocytes"
1.23799721276795e-05,-1.67698822628206,0.059,0.174,0.274773481373846,"Pfkfb3","Astrocytes"
1.24896639354015e-05,0.679037516725325,0.711,0.621,0.277208091046236,"Tspan7","Astrocytes"
1.2943098103993e-05,0.788761515433432,0.495,0.351,0.287272062418124,"Cspg5","Astrocytes"
1.32473261863232e-05,0.410150497661036,0.826,0.72,0.294024404705442,"Gpc6","Astrocytes"
1.44490718236193e-05,-0.756261890772674,0.551,0.652,0.320697149125229,"Tmtc2","Astrocytes"
1.45447800528218e-05,-0.734987115742057,0.266,0.433,0.322821393272379,"Cpeb2","Astrocytes"
1.47778381700523e-05,0.312496733145575,0.951,0.918,0.327994118184312,"Msi2","Astrocytes"
1.55082621300128e-05,1.93343625601868,0.157,0.05,0.344205877975635,"mt-Co2","Astrocytes"
1.55195474369838e-05,-1.01634269668585,0.17,0.326,0.344456355363855,"Thsd7a","Astrocytes"
1.78175551160182e-05,0.78293394360237,0.479,0.34,0.395460635800023,"Dpp10","Astrocytes"
2.33057618349012e-05,-0.427873672197223,0.452,0.663,0.517271383925632,"Foxp1","Astrocytes"
2.4764073164184e-05,-0.659210069578551,0.564,0.667,0.549638603879065,"Mgat4c","Astrocytes"
2.68403816736111e-05,1.08113373404296,0.295,0.156,0.595722271245798,"Cacna2d1","Astrocytes"
2.69071838747013e-05,-1.64299727327369,0.062,0.174,0.597204946098996,"Cfap36","Astrocytes"
2.75919240273199e-05,0.470604213055773,0.738,0.599,0.612402753786365,"Nckap5","Astrocytes"
3.16671679773726e-05,0.656476805525974,0.269,0.128,0.702852793257785,"Dach1","Astrocytes"
3.32971919275024e-05,-1.04526303739779,0.128,0.273,0.739031174830915,"Fbxw4","Astrocytes"
3.56748690992188e-05,0.559094750900044,0.705,0.624,0.791803719657162,"Rgs20","Astrocytes"
3.63273242549466e-05,0.574760385732007,0.679,0.585,0.80628496183854,"Cpeb4","Astrocytes"
3.76511509600333e-05,-0.645046798202478,0.672,0.741,0.835667295557938,"Nhsl1","Astrocytes"
3.80783572342361e-05,0.866543085512591,0.452,0.305,0.845149138813869,"Gabra2","Astrocytes"
4.47360875575986e-05,-0.74244788354462,0.197,0.351,0.992917463340902,"Cyp2j9","Astrocytes"
4.7894711632288e-05,1.35875303742258,0.226,0.11,1,"mt-Co1","Astrocytes"
4.83303163095686e-05,2.35122125745371,0.138,0.043,1,"Slc35f3","Astrocytes"
5.29187315083793e-05,-0.638928690663711,0.502,0.613,1,"Cntn1","Astrocytes"
5.34118248311195e-05,0.793087185048572,0.626,0.493,1,"Fars2","Astrocytes"
5.50663038338184e-05,-1.65412630228444,0.036,0.128,1,"Glis1","Astrocytes"
5.79915761983516e-05,-0.93227538493991,0.282,0.418,1,"Ocrl","Astrocytes"
6.12194197679489e-05,-0.665959724003271,0.436,0.567,1,"Brinp3","Astrocytes"
6.33867652540308e-05,1.32446139732741,0.223,0.103,1,"Sema4d","Astrocytes"
6.69677090770095e-05,-2.05383824086026,0.03,0.113,1,"Adam11","Astrocytes"
7.59297290744328e-05,0.672789938962547,0.446,0.312,1,"Il18","Astrocytes"
7.64326575763036e-05,-2.31469477182993,0.033,0.117,1,"Nhs","Astrocytes"
8.13887414943492e-05,-1.55960962164162,0.059,0.16,1,"Spry2","Astrocytes"
8.87078489673877e-05,0.423701671288212,0.79,0.699,1,"Ptprt","Astrocytes"
9.34140300902988e-05,-1.0544961168089,0.18,0.319,1,"Dock9","Astrocytes"
9.4801434389771e-05,0.84140760103245,0.502,0.387,1,"Rmst","Astrocytes"
0.000114580351444096,0.544400442349008,0.521,0.376,1,"Wdfy3","Astrocytes"
0.00011632998130445,0.508599483512972,0.748,0.66,1,"Hivep3","Astrocytes"
0.000120370201281527,1.42140322902777,0.164,0.064,1,"Ryr2","Astrocytes"
0.00012132618158324,-0.927655231278738,0.357,0.504,1,"Ntrk3","Astrocytes"
0.000125591581790192,-0.572085466591792,0.593,0.695,1,"Asap1","Astrocytes"
0.000125723221407112,-2.90708893825733,0.026,0.103,1,"Ddx60","Astrocytes"
0.000130915622728922,-0.446952780082637,0.63,0.745,1,"Tcf7l2","Astrocytes"
0.000131100186111515,1.12774830277803,0.302,0.174,1,"Dgki","Astrocytes"
0.000134266014133563,-2.06184484580332,0.026,0.103,1,"Marcks","Astrocytes"
0.0001391818065104,1.05156515424071,0.144,0.05,1,"Tnc","Astrocytes"
0.000143587804274863,-1.64587669453732,0.036,0.121,1,"Dynll1","Astrocytes"
0.000152510670725886,-1.01823589377014,0.17,0.298,1,"Slc25a18","Astrocytes"
0.00015674618182395,-0.620849941758087,0.502,0.631,1,"Tspan5","Astrocytes"
0.000186840436519926,1.69626348241472,0.144,0.053,1,"Pex5l","Astrocytes"
0.000187080849535697,-1.06462812054584,0.092,0.206,1,"Tkt","Astrocytes"
0.000193860949086867,0.820648924190566,0.433,0.305,1,"Wnk2","Astrocytes"
0.00020145234518943,0.83301563877499,0.361,0.227,1,"Epha5","Astrocytes"
0.00020928026191973,0.859017404990934,0.292,0.167,1,"Eif2s3y","Astrocytes"
0.000213081566454922,0.522484628041521,0.459,0.319,1,"Grin2b","Astrocytes"
0.00021583088682297,-1.09894443559702,0.157,0.28,1,"Zswim5","Astrocytes"
0.000216023359588384,0.752042124491304,0.443,0.326,1,"Mgll","Astrocytes"
0.000224740629256504,0.821626836049956,0.252,0.131,1,"Gria3","Astrocytes"
0.00023038521640818,-0.36383905388045,0.767,0.823,1,"Son","Astrocytes"
0.000236448768018672,-0.592564338281647,0.351,0.504,1,"Syn2","Astrocytes"
0.000252856353418565,-0.440837072696437,0.764,0.833,1,"Ddx5","Astrocytes"
0.000262262826463864,-0.7625840682157,0.118,0.234,1,"A330076C08Rik","Astrocytes"
0.000278735461492756,1.4364010658382,0.157,0.064,1,"Actg1","Astrocytes"
0.000285421926506856,0.5173425057213,0.711,0.638,1,"Grm3","Astrocytes"
0.000309466718152855,0.255572197377238,0.905,0.901,1,"Celf2","Astrocytes"
0.000366142218898948,-1.78340308708817,0.033,0.106,1,"Prtg","Astrocytes"
0.000375153390844767,-1.04429658546667,0.102,0.209,1,"Phyhd1","Astrocytes"
0.000380625874461416,-0.435065225612852,0.574,0.73,1,"Ahcyl1","Astrocytes"
0.000394797760440432,0.331142463912121,0.839,0.755,1,"Luc7l2","Astrocytes"
0.000399961458902796,1.52366172440398,0.125,0.043,1,"Bmper","Astrocytes"
0.000422414607953989,0.58260020881331,0.567,0.454,1,"Clmn","Astrocytes"
0.000479498838077346,0.527721454957898,0.436,0.298,1,"Fubp1","Astrocytes"
0.000488702474210398,1.90443891231774,0.105,0.032,1,"Chrdl1","Astrocytes"
0.00049227601102168,-1.12072039956401,0.085,0.184,1,"Hnrnpul2","Astrocytes"
0.000519241782114765,-0.597077267156788,0.341,0.482,1,"Usp53","Astrocytes"
0.000519471719442113,0.575823999425309,0.436,0.294,1,"Uty","Astrocytes"
0.000525919525810021,-1.93610154829019,0.036,0.11,1,"Mettl8","Astrocytes"
0.000562908239979795,1.05760215569271,0.197,0.096,1,"Ltbp1","Astrocytes"
0.000577045160308227,0.925071897529996,0.239,0.131,1,"Hibch","Astrocytes"
0.000588510757878446,0.577405033116623,0.338,0.216,1,"Trerf1","Astrocytes"
0.000597037203860967,1.05274214872899,0.17,0.074,1,"Cyfip2","Astrocytes"
0.000607832982354829,-1.30867482042187,0.059,0.145,1,"Lrig3","Astrocytes"
0.000617269187187939,-0.325175099198721,0.485,0.642,1,"Lrmda","Astrocytes"
0.000642239147398644,0.360081538985206,0.862,0.791,1,"Plpp3","Astrocytes"
0.000650033309915347,1.17655711294665,0.184,0.089,1,"mt-Atp6","Astrocytes"
0.000660387594588089,0.567195726269043,0.515,0.411,1,"Syt1","Astrocytes"
0.000697240960911919,-1.71277690871005,0.033,0.103,1,"Smim10l1","Astrocytes"
0.000703744134254191,-0.811496864260423,0.252,0.372,1,"Etnppl","Astrocytes"
0.000717754065694236,0.447495730121153,0.666,0.574,1,"Kalrn","Astrocytes"
0.000719407904948234,1.16309503280395,0.236,0.135,1,"Id4","Astrocytes"
0.000721184792404949,-0.290171954122143,0.833,0.915,1,"Cmss1","Astrocytes"
0.000741695795971171,0.756067884065739,0.266,0.156,1,"Nme7","Astrocytes"
0.000764347197847894,0.416911981749111,0.39,0.262,1,"Mical3","Astrocytes"
0.000766353630246619,-0.546921280956853,0.613,0.681,1,"Rgs6","Astrocytes"
0.000775096471705419,0.505482761108468,0.646,0.589,1,"Sgip1","Astrocytes"
0.00079148767771126,-0.956923050342341,0.17,0.287,1,"Snx14","Astrocytes"
0.000797226054497431,-1.02495592969388,0.174,0.291,1,"Nnat","Astrocytes"
0.000809091130447808,1.33469018775692,0.151,0.064,1,"Sept6","Astrocytes"
0.000864070615513174,0.494883244627387,0.656,0.582,1,"Adcy2","Astrocytes"
0.000868988982066569,0.497174835630131,0.577,0.454,1,"Pde8b","Astrocytes"
0.000889345177799291,0.467997425951813,0.472,0.33,1,"Ankrd28","Astrocytes"
0.000951120381830442,-1.0261871708949,0.085,0.177,1,"Nmnat2","Astrocytes"
0.00101537399532928,1.80483392276253,0.105,0.035,1,"Lhx2","Astrocytes"
0.00104762974936465,1.56393302747974,0.161,0.078,1,"Rbm20","Astrocytes"
0.00106798864332234,-0.789293726911087,0.197,0.309,1,"Skap2","Astrocytes"
0.00109715110039204,-0.767725981019908,0.308,0.418,1,"Shisa9","Astrocytes"
0.00113096555601402,0.476267688165899,0.656,0.564,1,"Sema6d","Astrocytes"
0.00114162640639981,-0.90796815532836,0.157,0.266,1,"Tnfaip8","Astrocytes"
0.00115987443245757,-0.657206777715039,0.407,0.511,1,"Srgap1","Astrocytes"
0.00118651567362919,1.0276797590919,0.177,0.089,1,"Amph","Astrocytes"
0.00123922198593701,0.632370819273861,0.266,0.163,1,"Mef2c","Astrocytes"
0.00126642795251845,0.664356478036173,0.439,0.348,1,"Rapgef3","Astrocytes"
0.00132933965286468,-0.825763094097215,0.098,0.199,1,"Mxd4","Astrocytes"
0.00134673998801353,1.76357011831818,0.118,0.046,1,"Car8","Astrocytes"
0.00136245299527883,0.406324494310283,0.754,0.691,1,"Rorb","Astrocytes"
0.00136603418412866,-0.709133347424623,0.285,0.408,1,"Itpkb","Astrocytes"
0.00138255056831918,0.428108429707958,0.466,0.358,1,"Ccdc50","Astrocytes"
0.00139036762626937,-0.83724171878306,0.305,0.418,1,"Dpyd","Astrocytes"
0.00140984096469246,-1.33417231978071,0.043,0.113,1,"Cnbd2","Astrocytes"
0.00141006343557559,0.670031245220739,0.38,0.266,1,"Magi3","Astrocytes"
0.00144569729630721,1.86245324600025,0.102,0.035,1,"Polr2a","Astrocytes"
0.00144760655028827,0.615562586592175,0.472,0.376,1,"Apoe","Astrocytes"
0.00144801057733771,1.20085756324468,0.125,0.05,1,"D1Ertd622e","Astrocytes"
0.00146795023059952,0.532989174646781,0.298,0.191,1,"Unc5c","Astrocytes"
0.00148634222214784,-0.696305915021393,0.282,0.415,1,"Adcy9","Astrocytes"
0.00149547911515318,-0.701717177045932,0.272,0.39,1,"Golgb1","Astrocytes"
0.00151878634237937,1.21895722438587,0.134,0.057,1,"Nell2","Astrocytes"
0.00152866317827093,-1.00175836596791,0.184,0.284,1,"Chl1","Astrocytes"
0.0015562447063846,0.415962471457765,0.548,0.429,1,"Astn2","Astrocytes"
0.00156891871626953,1.13083329744706,0.177,0.089,1,"Sema6a","Astrocytes"
0.0015921168140532,0.565296404839418,0.525,0.433,1,"Vwa8","Astrocytes"
0.00159457122902115,-0.28935538435818,0.741,0.837,1,"Chd9","Astrocytes"
0.0016209422471854,0.479422315997789,0.649,0.567,1,"Tenm3","Astrocytes"
0.00163854564414186,1.08086351731666,0.213,0.121,1,"Actb","Astrocytes"
0.00166579161475325,-0.621481547473819,0.567,0.606,1,"Slc6a11","Astrocytes"
0.001714816290553,0.643764940048165,0.357,0.252,1,"Crebrf","Astrocytes"
0.00171551959446309,-0.512621063170041,0.472,0.585,1,"Ahcyl2","Astrocytes"
0.00172297024467973,-0.49951097695119,0.269,0.404,1,"Itpr1","Astrocytes"
0.00172481163143491,-1.14236111402135,0.082,0.167,1,"Pde9a","Astrocytes"
0.0017274203325812,-0.678878954629819,0.22,0.34,1,"Ncoa6","Astrocytes"
0.0017364730038203,0.8402563925005,0.19,0.099,1,"4930581F22Rik","Astrocytes"
0.00176272357609272,0.328490047110826,0.764,0.677,1,"Lpp","Astrocytes"
0.00178192666647296,0.833088747086568,0.302,0.199,1,"Rnf180","Astrocytes"
0.00179058414758681,0.519233864451107,0.656,0.574,1,"Rbfox1","Astrocytes"
0.00180330535501239,0.473519574341601,0.597,0.5,1,"Nedd4l","Astrocytes"
0.00182005135837627,1.13348421838746,0.108,0.039,1,"Zfat","Astrocytes"
0.00183414226659614,-0.558124106612373,0.223,0.348,1,"Xiap","Astrocytes"
0.00186108779609818,1.05719606798888,0.272,0.177,1,"Cadps","Astrocytes"
0.00189249872739945,-0.96381274745056,0.092,0.181,1,"Efl1","Astrocytes"
0.00190175492065116,0.483205425042198,0.531,0.447,1,"Garem1","Astrocytes"
0.0019397064829122,-0.527811710204084,0.351,0.472,1,"Pcdh11x","Astrocytes"
0.00198355444263828,-1.06314182899045,0.046,0.117,1,"Morf4l2","Astrocytes"
0.00200938068128415,-1.21453377754666,0.075,0.156,1,"Gm12940","Astrocytes"
0.00201489722239831,0.270085916248741,0.705,0.599,1,"Phactr1","Astrocytes"
0.00202848170378699,-1.32292493394641,0.052,0.124,1,"Vit","Astrocytes"
0.00204896167564249,-1.23381982514716,0.069,0.149,1,"Uba3","Astrocytes"
0.00205445412878489,-0.93893407820292,0.102,0.191,1,"Pdzd2","Astrocytes"
0.00208642451681537,0.422156426867708,0.58,0.472,1,"Mgat5","Astrocytes"
0.00213919705101506,-0.911480583031347,0.161,0.266,1,"Srsf7","Astrocytes"
0.00215639110021499,0.431033925059246,0.731,0.652,1,"Kcnip4","Astrocytes"
0.00216231519035033,-0.783351106475004,0.19,0.294,1,"Itih3","Astrocytes"
0.0022265843353672,-0.456157426259084,0.574,0.66,1,"Phka1","Astrocytes"
0.00229753941191184,0.818897453656117,0.384,0.301,1,"Scg3","Astrocytes"
0.00234313052248146,1.14965627311984,0.134,0.06,1,"AA387883","Astrocytes"
0.00248125546506605,-0.549997163435775,0.387,0.528,1,"Pip4k2a","Astrocytes"
0.00248655737563747,0.323916754503757,0.692,0.582,1,"Mast4","Astrocytes"
0.00252827002876701,0.752475272129947,0.302,0.199,1,"Dok6","Astrocytes"
0.00257502988587101,-0.626838519674025,0.262,0.376,1,"Galnt18","Astrocytes"
0.00263101408398122,-0.527488413844686,0.38,0.504,1,"Zhx3","Astrocytes"
0.00263578393339949,0.423313462900283,0.61,0.535,1,"Vcl","Astrocytes"
0.00263768971295467,1.0146332319358,0.125,0.053,1,"Cirbp","Astrocytes"
0.00268168881678257,0.711634507797586,0.302,0.202,1,"Pou3f3","Astrocytes"
0.00273584535377193,-0.353874070160051,0.761,0.805,1,"Gm26917","Astrocytes"
0.00273758109903081,1.71753668473925,0.161,0.085,1,"mt-Nd1","Astrocytes"
0.00275181102303562,-0.911370398120604,0.134,0.23,1,"Nup93","Astrocytes"
0.0028556678917375,0.703598206759905,0.348,0.241,1,"Opcml","Astrocytes"
0.00290854053185962,0.419522057067257,0.508,0.394,1,"Kcnq3","Astrocytes"
0.00293623172164294,0.69678743715295,0.393,0.301,1,"Tenm2","Astrocytes"
0.00308767691517745,1.1873410627239,0.2,0.117,1,"Ncan","Astrocytes"
0.0031009119348501,-1.31567431656798,0.052,0.121,1,"Slc5a3","Astrocytes"
0.00313864734350847,0.552229368534919,0.515,0.436,1,"Nrg3","Astrocytes"
0.00314154429812845,-0.553447263547961,0.38,0.486,1,"Kansl1l","Astrocytes"
0.00316120330553052,1.07406919867347,0.177,0.096,1,"1700025G04Rik","Astrocytes"
0.00331249838257058,-0.990584369787249,0.151,0.245,1,"Arhgef28","Astrocytes"
0.0033435858940813,-0.754251666190734,0.125,0.216,1,"Trib2","Astrocytes"
0.00338465602530863,-0.703756236511112,0.187,0.298,1,"Sfmbt1","Astrocytes"
0.00341820375338307,-0.549978447394452,0.525,0.624,1,"Ptch1","Astrocytes"
0.00346161608948341,-0.436841575321655,0.38,0.514,1,"Ablim1","Astrocytes"
0.00349984825067218,-1.00990111443163,0.082,0.163,1,"Grik4","Astrocytes"
0.00355858595994278,-0.966696507742412,0.049,0.117,1,"Manbal","Astrocytes"
0.00358886451657544,1.05489517498713,0.164,0.085,1,"Snx19","Astrocytes"
0.00360704889719632,-0.677495594115419,0.19,0.294,1,"Sf1","Astrocytes"
0.00363226417814387,-0.505500707275535,0.239,0.362,1,"Meis1","Astrocytes"
0.00366747555845297,-0.627496636613944,0.364,0.486,1,"Snhg11","Astrocytes"
0.00367960694855286,-0.630356146356217,0.266,0.369,1,"Sdc2","Astrocytes"
0.00370155922514391,-0.68795958904322,0.138,0.23,1,"Ppp1r14c","Astrocytes"
0.00372045182151504,-0.825304919513142,0.151,0.245,1,"Hnrnpd","Astrocytes"
0.0037280266909601,-0.33785324167404,0.652,0.745,1,"Ssbp2","Astrocytes"
0.00377105729277383,0.742052509880073,0.279,0.191,1,"Nln","Astrocytes"
0.00380079259292783,-0.703867625577916,0.082,0.163,1,"Zbtb11","Astrocytes"
0.00386271808016513,0.523053140441575,0.393,0.28,1,"Fam49b","Astrocytes"
0.00390899366875175,0.675954230370876,0.374,0.28,1,"Tnfrsf19","Astrocytes"
0.00393449747781921,0.970088322075138,0.177,0.096,1,"Gm35552","Astrocytes"
0.00397566670796588,0.925788355746299,0.246,0.16,1,"Pcsk6","Astrocytes"
0.00403310414806662,-0.52471576923414,0.407,0.507,1,"Gabbr2","Astrocytes"
0.00404008650541126,0.290793101656194,0.6,0.514,1,"Rabgap1l","Astrocytes"
0.00413752509089327,0.832794550146494,0.134,0.064,1,"Fam117a","Astrocytes"
0.00440360989610524,-0.720403907210066,0.246,0.351,1,"Esrrg","Astrocytes"
0.00452870798679878,0.534730842885813,0.364,0.259,1,"Rbm33","Astrocytes"
0.00457195912057951,-0.876515150363901,0.066,0.138,1,"Ing4","Astrocytes"
0.00460539784697431,0.583846239145931,0.328,0.227,1,"Grm7","Astrocytes"
0.0046801253667292,1.26872006580418,0.121,0.057,1,"Ankmy2","Astrocytes"
0.00469080338128245,-1.2444917785706,0.062,0.131,1,"Ythdf2","Astrocytes"
0.0047222944721868,-1.09017700644061,0.089,0.163,1,"Gpt2","Astrocytes"
0.00474792788541176,-0.899823169069822,0.154,0.248,1,"Sh3gl2","Astrocytes"
0.00476679672898803,1.40984994343457,0.121,0.057,1,"Gm28175","Astrocytes"
0.00478975074979174,-1.20850760311649,0.062,0.131,1,"Mrps6","Astrocytes"
0.00480385179467882,0.881388673496239,0.207,0.131,1,"Hs6st3","Astrocytes"
0.0048410680729682,-0.441463290503479,0.407,0.532,1,"9530026P05Rik","Astrocytes"
0.00488589052193784,0.431271221417983,0.384,0.287,1,"Dis3l2","Astrocytes"
0.00488884721924355,0.517294831863716,0.518,0.426,1,"Tanc2","Astrocytes"
0.00493307422097595,-1.14506724552614,0.082,0.156,1,"Klhl13","Astrocytes"
0.00497943729593392,-0.902558684905885,0.111,0.199,1,"Rps6ka2","Astrocytes"
0.0050150997261589,-0.768345647412301,0.072,0.145,1,"Csrnp3","Astrocytes"
0.00505328534203998,-0.785761979121795,0.131,0.216,1,"Sap130","Astrocytes"
0.00507096942125015,-0.449249288185935,0.649,0.691,1,"Camk2g","Astrocytes"
0.00508401135585259,0.687138737294631,0.243,0.152,1,"Kcnq5","Astrocytes"
0.00516402121749302,-0.728793169250316,0.18,0.28,1,"Dab2","Astrocytes"
0.00527340347270319,-0.648693517605669,0.059,0.128,1,"Ctnna3","Astrocytes"
0.00537091892943548,0.414744307304582,0.364,0.252,1,"Ptar1","Astrocytes"
0.00540094808683955,-1.65190873301516,0.049,0.11,1,"Btbd11","Astrocytes"
0.00546280174145036,0.696967962151294,0.252,0.167,1,"Sumo1","Astrocytes"
0.00552746003947693,0.830678923103843,0.22,0.135,1,"Unc79","Astrocytes"
0.0057041008558098,-1.16150233814581,0.049,0.11,1,"Gdpd2","Astrocytes"
0.00571457559248245,0.47562904462217,0.413,0.312,1,"Cry2","Astrocytes"
0.00578259656728645,0.427181929320011,0.626,0.571,1,"Igf1r","Astrocytes"
0.00585937954957532,-0.623575730730266,0.295,0.404,1,"Susd6","Astrocytes"
0.00588618773287421,-0.531350486202718,0.184,0.287,1,"Angpt1","Astrocytes"
0.00606770263738002,0.383957240888667,0.413,0.309,1,"Eya1","Astrocytes"
0.00609042827591886,0.691413692226314,0.207,0.121,1,"Gbe1","Astrocytes"
0.00625791877399544,0.952687961571699,0.423,0.34,1,"Nrg1","Astrocytes"
0.00654617064882731,-0.912107966920837,0.21,0.309,1,"Folh1","Astrocytes"
0.00665897397746238,1.20188057676716,0.148,0.078,1,"Fjx1","Astrocytes"
0.00685699889853636,-0.912242991033395,0.125,0.209,1,"Plscr4","Astrocytes"
0.0069174986796178,1.26755751280107,0.128,0.064,1,"Dapp1","Astrocytes"
