"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1700010J16Rik",0.00101960252164532,2.54253442393012,0.01,0.001,1,"6","1700010J16Rik"
"Trub21",0.00102030021634276,0.353990468850772,0.185,0.122,1,"6","Trub2"
"Ints103",0.00102422339247095,0.230868257468809,0.484,0.399,1,"6","Ints10"
"Fkbp41",0.00102785126140712,0.855389045203624,0.102,0.057,1,"6","Fkbp4"
"Iqcg",0.00103130537752904,1.14713111698787,0.022,0.006,1,"6","Iqcg"
"Sdsl1",0.00103366315508555,1.40044269363448,0.022,0.006,1,"6","Sdsl"
"Pja22",0.00103391248950753,0.14477735322077,0.752,0.632,1,"6","Pja2"
"Esrrb1",0.00103937250717663,0.92726789394862,0.045,0.018,1,"6","Esrrb"
"Gm47956",0.00104433501270834,1.80449575958592,0.022,0.006,1,"6","Gm47956"
"Mrps52",0.00105842955913165,0.377867809634316,0.274,0.203,1,"6","Mrps5"
"Pcdh81",0.00106028836164289,1.23651996267455,0.051,0.022,1,"6","Pcdh8"
"Blmh1",0.00107443640286885,0.255268985320707,0.354,0.276,1,"6","Blmh"
"Kctd163",0.0010816038201128,0.348451661156536,0.927,0.73,1,"6","Kctd16"
"Txndc111",0.00109108516522705,0.100892524900669,0.443,0.362,1,"6","Txndc11"
"Gm34482",0.00109364151615072,0.764979348176588,0.137,0.085,1,"6","Gm3448"
"Pigk1",0.00109550915780105,0.2011374924365,0.497,0.413,1,"6","Pigk"
"Lmod3",0.00110134351812379,2.83392617435449,0.013,0.002,1,"6","Lmod3"
"Vmn2r29",0.00110196333952455,0.645030380835522,0.118,0.069,1,"6","Vmn2r29"
"Ccdc472",0.00110725263238286,0.117936416394674,0.363,0.285,1,"6","Ccdc47"
"Nrtn",0.00110908240573088,2.1926439424224,0.013,0.002,1,"6","Nrtn"
"Gemin71",0.00111057555546535,1.23677541053827,0.045,0.018,1,"6","Gemin7"
"Ppp1r1c",0.00111297067727228,1.42177135027435,0.013,0.002,1,"6","Ppp1r1c"
"Zfp6391",0.00111685795951768,0.172587724737962,0.271,0.197,1,"6","Zfp639"
"Naa152",0.00112136604286876,0.124532405099701,0.513,0.435,1,"6","Naa15"
"Atp6v1e1",0.00113415627916109,0.25004083829152,0.264,0.192,1,"6","Atp6v1e1"
"Thoc72",0.0011396197416094,0.242971213184356,0.309,0.231,1,"6","Thoc7"
"Fastkd22",0.00116273731232954,0.441194590938733,0.127,0.077,1,"6","Fastkd2"
"Atp6ap23",0.00116925607049205,0.33396832873491,0.28,0.211,1,"6","Atp6ap2"
"Cdan12",0.00117301087443884,0.495578716733327,0.162,0.106,1,"6","Cdan1"
"Slc2a81",0.00117896474267129,0.915927401127287,0.092,0.051,1,"6","Slc2a8"
"Npdc13",0.00117976093246694,0.452583697060115,0.217,0.156,1,"6","Npdc1"
"Gm326472",0.00118038571552572,0.636207851088586,0.245,0.178,1,"6","Gm32647"
"Eva1c1",0.00118933915051965,0.456413349419961,0.073,0.036,1,"6","Eva1c"
"Setd71",0.00119578102836546,0.172648656187907,0.411,0.332,1,"6","Setd7"
"Eif2b1",0.00120395738252434,0.846386351057721,0.057,0.026,1,"6","Eif2b1"
"Gm28750",0.0012133745751857,1.62283553146581,0.041,0.016,1,"6","Gm28750"
"Ubap21",0.00121490594568311,0.366995667072134,0.411,0.338,1,"6","Ubap2"
"Dnajc151",0.00122300300542732,0.270283333723808,0.271,0.204,1,"6","Dnajc15"
"Nefh",0.00122908420687432,1.44757028184973,0.041,0.016,1,"6","Nefh"
"Copg21",0.00123602070276629,0.144192034244414,0.611,0.511,1,"6","Copg2"
"Ergic31",0.00123905071608977,0.472522024577966,0.146,0.093,1,"6","Ergic3"
"Pnpla62",0.00124778313103966,0.203872323494577,0.236,0.168,1,"6","Pnpla6"
"Zfp1061",0.00124801649476994,0.153725611638128,0.439,0.362,1,"6","Zfp106"
"Akap81",0.00125206814481207,0.125464068168162,0.42,0.345,1,"6","Akap8"
"Pla2g4e3",0.00125738410645214,0.566659668202176,0.28,0.213,1,"6","Pla2g4e"
"Alox81",0.00126278488317882,2.1777610209187,0.019,0.005,1,"6","Alox8"
"Rtca",0.00126572432996882,0.415427753119799,0.229,0.162,1,"6","Rtca"
"Wbp41",0.00128330219484485,0.318159583032332,0.255,0.189,1,"6","Wbp4"
"Kdm2b2",0.00129219583643288,0.108355612118408,0.341,0.261,1,"6","Kdm2b"
"Lrrc271",0.00129407473235428,1.4303919183468,0.054,0.024,1,"6","Lrrc27"
"Gm267771",0.00129466665639454,1.10236033542375,0.089,0.048,1,"6","Gm26777"
"Ogfod3",0.00129612290098342,1.12574495298198,0.041,0.016,1,"6","Ogfod3"
"Ndufaf61",0.00130006622685219,0.442714232414434,0.213,0.152,1,"6","Ndufaf6"
"Znhit61",0.00130154055903468,0.400041277802738,0.274,0.206,1,"6","Znhit6"
"Amer1",0.0013049427205938,0.445942652305641,0.083,0.043,1,"6","Amer1"
"Sel1l33",0.00131690479784759,0.455660760763681,0.475,0.403,1,"6","Sel1l3"
"Cxcl14",0.00131751598672305,0.267788383422836,0.048,0.02,1,"6","Cxcl14"
"Bbs53",0.00132640655607373,0.498849947384187,0.232,0.166,1,"6","Bbs5"
"Adam191",0.00132930351066687,0.139027401981608,0.223,0.157,1,"6","Adam19"
"Atp6v1c11",0.0013441616684433,0.156489012635256,0.309,0.235,1,"6","Atp6v1c1"
"Actr83",0.00134595819689204,0.263020105752661,0.264,0.196,1,"6","Actr8"
"Cox5a2",0.00134735657821057,0.429789844037157,0.172,0.114,1,"6","Cox5a"
"Lrrc8b2",0.00135600147692073,0.145288999247784,0.478,0.4,1,"6","Lrrc8b"
"Prpf40a2",0.00135889632743068,0.132782121681977,0.656,0.564,1,"6","Prpf40a"
"Atg9b1",0.00136707506662083,1.98616914035771,0.025,0.008,1,"6","Atg9b"
"Spopl1",0.00136813804661147,0.204974725237271,0.436,0.357,1,"6","Spopl"
"Gm447881",0.00136843423094247,2.52744322941858,0.016,0.004,1,"6","Gm44788"
"Eif4b1",0.00136947122650771,0.318566829131179,0.271,0.201,1,"6","Eif4b"
"Tcp10b",0.00137038626638348,2.7109431229035,0.016,0.004,1,"6","Tcp10b"
"Sec24b1",0.00137146164677527,0.125555511451011,0.643,0.565,1,"6","Sec24b"
"Gm48127",0.00138807051049069,2.35109313459487,0.016,0.004,1,"6","Gm48127"
"Ksr25",0.00139334678314901,0.130343603065969,0.857,0.669,1,"6","Ksr2"
"Atp5a11",0.0013947573323969,0.244465827981434,0.341,0.269,1,"6","Atp5a1"
"Gm46447",0.00139598706890452,1.52820338327713,0.025,0.008,1,"6","Gm46447"
"Cr2",0.00139737779417309,1.71203607825275,0.025,0.008,1,"6","Cr2"
"D930016D06Rik3",0.00140412349094247,0.505420591975731,0.274,0.209,1,"6","D930016D06Rik"
"Fancm2",0.00141056381853368,0.563062960223668,0.252,0.189,1,"6","Fancm"
"Gm441291",0.0014113554606068,1.358539546125,0.025,0.008,1,"6","Gm44129"
"Cacng82",0.00142187102110936,0.430982411483649,0.309,0.238,1,"6","Cacng8"
"Cpsf4l",0.00142369202819832,1.97676584278166,0.022,0.006,1,"6","Cpsf4l"
"Napg3",0.00142609106063468,0.179714211979699,0.417,0.344,1,"6","Napg"
"Polrmt",0.00142842997117825,0.875839885999399,0.073,0.037,1,"6","Polrmt"
"Ccdc36",0.00142995027358744,1.32854069082121,0.022,0.006,1,"6","Ccdc36"
"Ergic12",0.00143415194751525,0.222396863712557,0.465,0.388,1,"6","Ergic1"
"Myadml2os1",0.00143478705824483,0.897419755109051,0.064,0.031,1,"6","Myadml2os"
"Vac142",0.00144616082585829,0.216624375214532,0.223,0.157,1,"6","Vac14"
"Pdcd112",0.00145177052580403,0.157014742600194,0.185,0.123,1,"6","Pdcd11"
"Ubr52",0.00146690110944505,0.113552198208422,0.889,0.762,1,"6","Ubr5"
"Isy12",0.00146865165819141,0.48035242325769,0.185,0.126,1,"6","Isy1"
"Cog63",0.00147211569491722,0.323882262203303,0.271,0.201,1,"6","Cog6"
"Pcdhb20",0.00148051766365445,0.997028476635208,0.073,0.037,1,"6","Pcdhb20"
"Sptssa1",0.00148623726369098,0.383668071195096,0.105,0.06,1,"6","Sptssa"
"Max",0.00150635165049014,0.174524861085618,0.303,0.235,1,"6","Max"
"Tnip21",0.00151499052695855,0.423831656093234,0.162,0.106,1,"6","Tnip2"
"Pus1",0.00152236517812895,1.02914051319035,0.051,0.022,1,"6","Pus1"
"Slc25a1",0.00152236518687738,0.883789741413973,0.051,0.022,1,"6","Slc25a1"
"Katnal13",0.00152680675753514,0.303549825965213,0.213,0.15,1,"6","Katnal1"
"1700021F05Rik",0.00152774014075689,0.959277090919831,0.121,0.074,1,"6","1700021F05Rik"
"Aldh9a11",0.00153251489413616,0.526412947984127,0.115,0.068,1,"6","Aldh9a1"
"Pex132",0.00153280330836028,0.31928275844532,0.252,0.181,1,"6","Pex13"
"Abcf31",0.00153461127627391,0.380880571384189,0.159,0.103,1,"6","Abcf3"
"Zkscan171",0.00154180658367658,0.444284377607004,0.108,0.063,1,"6","Zkscan17"
"Hykk1",0.00154475721198038,0.514189320757554,0.086,0.046,1,"6","Hykk"
"Kdm5d1",0.00155879267840829,0.22012953506089,0.373,0.302,1,"6","Kdm5d"
"Hmgb3",0.001560385500695,0.991813061322455,0.054,0.025,1,"6","Hmgb3"
"Cdkl25",0.00157610804724686,0.531627849767808,0.331,0.27,1,"6","Cdkl2"
"Ankrd9",0.00159899309028234,1.2015911689593,0.045,0.019,1,"6","Ankrd9"
"Ndst32",0.00160286884813483,0.437939389147096,0.433,0.365,1,"6","Ndst3"
"Pgm31",0.00161690325317896,0.451421196067867,0.153,0.099,1,"6","Pgm3"
"Ppt11",0.00163052084606755,0.297964089714547,0.338,0.271,1,"6","Ppt1"
"Mtbp",0.00165000421351778,0.300724832052388,0.092,0.051,1,"6","Mtbp"
"Zfp28",0.00165442732703635,0.76327577909075,0.08,0.042,1,"6","Zfp28"
"Poldip21",0.00165700860800059,0.417782555366386,0.143,0.09,1,"6","Poldip2"
"Pcdhb171",0.00168978483771048,0.751109156270222,0.083,0.044,1,"6","Pcdhb17"
"Ddx3y1",0.00171389823276043,0.257019840181974,0.268,0.2,1,"6","Ddx3y"
"B4galt51",0.00171518231150442,0.307871397001283,0.283,0.213,1,"6","B4galt5"
"Akap8l2",0.00173141621059105,0.111010963396928,0.857,0.716,1,"6","Akap8l"
"Zfp2512",0.00173293392761487,0.420886182428211,0.217,0.155,1,"6","Zfp251"
"Slain21",0.00174128449031571,0.165843455676348,0.354,0.277,1,"6","Slain2"
"Cox6b1",0.00174453602957474,0.467342750679378,0.121,0.073,1,"6","Cox6b1"
"Gm454641",0.0017467439956527,0.702250615296854,0.08,0.042,1,"6","Gm45464"
"Gm381901",0.00177484576222391,0.748255723430693,0.099,0.057,1,"6","Gm38190"
"Ddx241",0.00178227582467157,0.109889552509206,0.433,0.355,1,"6","Ddx24"
"Gm3468",0.00178278256469682,0.66110766995629,0.032,0.011,1,"6","Gm3468"
"Tmem92",0.00178687689286672,0.649744079408211,0.137,0.087,1,"6","Tmem9"
"Dkc1",0.00179652677323742,0.656761420445071,0.108,0.064,1,"6","Dkc1"
"Stradb1",0.00180838275173142,0.231630578574219,0.236,0.17,1,"6","Stradb"
"Fam221a",0.00181089310600375,1.8795894112556,0.025,0.008,1,"6","Fam221a"
"Uhrf1bp1l3",0.00181154066431911,0.126381471324838,0.484,0.395,1,"6","Uhrf1bp1l"
"E330011O21Rik",0.00181536916559068,1.21982361071605,0.032,0.011,1,"6","E330011O21Rik"
"A430106G13Rik",0.00182246809371013,0.6607411298092,0.083,0.044,1,"6","A430106G13Rik"
"Acat12",0.00183145309169136,0.139474996221622,0.433,0.349,1,"6","Acat1"
"Grik33",0.00183250402509621,0.314848792055597,0.43,0.338,1,"6","Grik3"
"2900097C17Rik",0.00183447355249303,0.32145812117291,0.226,0.162,1,"6","2900097C17Rik"
"Prmt22",0.00184317692688255,0.368055069234099,0.213,0.15,1,"6","Prmt2"
"Sp140",0.00185426025449741,0.493620182800481,0.035,0.013,1,"6","Sp140"
"Rufy12",0.00185673048649796,0.178510866314705,0.379,0.306,1,"6","Rufy1"
"Prpsap1",0.00186136131273976,0.183871840709545,0.21,0.147,1,"6","Prpsap1"
"C030014I23Rik",0.00189741843182036,1.77152607706731,0.019,0.005,1,"6","C030014I23Rik"
"Mrpl16",0.0019152525525672,0.327964393900683,0.373,0.305,1,"6","Mrpl1"
"Entpd72",0.00191723105929341,0.509472363193447,0.223,0.165,1,"6","Entpd7"
"Has2os",0.00192759429470631,1.25840681878351,0.025,0.008,1,"6","Has2os"
"Gm207541",0.0019424534584182,0.551297378099044,0.541,0.482,1,"6","Gm20754"
"Atpif11",0.00194679802671033,0.492665841417832,0.229,0.166,1,"6","Atpif1"
"Slc35a12",0.00195816140813997,0.62122094342355,0.201,0.143,1,"6","Slc35a1"
"B3gat31",0.00196002296784144,0.206838229047322,0.153,0.099,1,"6","B3gat3"
"Maged21",0.00196881360487253,1.06975369659015,0.048,0.021,1,"6","Maged2"
"Gm45609",0.00197078003259665,1.22943169486667,0.057,0.027,1,"6","Gm45609"
"Sept2",0.00197501813355486,0.802635006226848,0.064,0.031,1,"6","Sept2"
"Vcp1",0.00199739284480528,0.106996826446875,0.357,0.283,1,"6","Vcp"
"Galk1",0.00199783793352091,0.908787936237274,0.038,0.015,1,"6","Galk1"
"Snhg121",0.0020460278836411,0.39989501302984,0.143,0.092,1,"6","Snhg12"
"Trim373",0.00205633977879939,0.199308382656861,0.573,0.504,1,"6","Trim37"
"Dtd12",0.00205642375901804,0.164804909091885,0.608,0.504,1,"6","Dtd1"
"Mir124-2hg2",0.00207134057560066,0.309378564907076,0.42,0.347,1,"6","Mir124-2hg"
"Dnajc241",0.00207949850400533,0.164125316181192,0.338,0.27,1,"6","Dnajc24"
"Pdhx2",0.00208120055711978,0.275601552769759,0.338,0.267,1,"6","Pdhx"
"Scml22",0.00208845558454038,1.2880764481518,0.051,0.023,1,"6","Scml2"
"Rspo22",0.00210488977232662,0.47904078213974,0.172,0.114,1,"6","Rspo2"
"Gm294881",0.00210926642950104,0.449197567329806,0.076,0.04,1,"6","Gm29488"
"Map3k93",0.00211813464640125,0.461443809063685,0.229,0.168,1,"6","Map3k9"
"Cplx31",0.00212455837610636,3.46214005424264,0.013,0.003,1,"6","Cplx3"
"4933421O10Rik1",0.00212779486210058,0.649219153888233,0.102,0.06,1,"6","4933421O10Rik"
"Gm28971",0.0021363395416928,1.1346388802377,0.029,0.01,1,"6","Gm2897"
"Nol3",0.00213880676756701,1.46756724506845,0.032,0.012,1,"6","Nol3"
"Zfp6183",0.00214733830148839,0.450171148409795,0.252,0.186,1,"6","Zfp618"
"9130023H24Rik",0.00215884815498262,1.63374188024582,0.013,0.003,1,"6","9130023H24Rik"
"Hsd17b21",0.00215884815498262,2.23164126812636,0.013,0.003,1,"6","Hsd17b2"
"Pank12",0.00216263661468291,0.327368196082614,0.385,0.312,1,"6","Pank1"
"Vps13b2",0.00216482936243237,0.123930786818559,0.939,0.824,1,"6","Vps13b"
"Dab12",0.00217568721766563,0.116003347922878,0.898,0.788,1,"6","Dab1"
"Tvp23a1",0.0021763383942823,0.871684622507972,0.153,0.103,1,"6","Tvp23a"
"Smim172",0.00217937757049036,1.04336359377697,0.102,0.06,1,"6","Smim17"
"Chka2",0.00218026121643701,0.103546990066654,0.637,0.549,1,"6","Chka"
"6720483E21Rik",0.00218664448062769,2.15022371196762,0.013,0.003,1,"6","6720483E21Rik"
"Suclg12",0.00218697925573011,0.252360158832717,0.28,0.211,1,"6","Suclg1"
"Cend1",0.00218879020279195,0.970701229696828,0.073,0.039,1,"6","Cend1"
"Fdxr",0.00220243043667678,0.549070542331225,0.111,0.067,1,"6","Fdxr"
"Slc41a22",0.00220288892139065,0.473256069324329,0.309,0.246,1,"6","Slc41a2"
"Chpt1",0.00221185649243644,0.119688352057796,0.414,0.333,1,"6","Chpt1"
"D930048N14Rik",0.00221309766548391,1.16808586160116,0.032,0.012,1,"6","D930048N14Rik"
"Heca1",0.00221327549197798,0.205224108754221,0.268,0.203,1,"6","Heca"
"Ap2a22",0.0022222832668627,0.205862240025658,0.446,0.356,1,"6","Ap2a2"
"Bscl23",0.0022239679967222,0.405056557193657,0.236,0.177,1,"6","Bscl2"
"Fam20c2",0.00223965969612752,0.522478117138552,0.188,0.131,1,"6","Fam20c"
"Tmem8",0.00224979065711297,0.871827332705994,0.073,0.038,1,"6","Tmem8"
"Mtm11",0.00225886195117286,0.280795250959571,0.369,0.301,1,"6","Mtm1"
"Fam210b1",0.00225997260448542,0.640444338993866,0.054,0.025,1,"6","Fam210b"
"Erlin2",0.00226264024724272,0.292763168249105,0.127,0.079,1,"6","Erlin2"
"Pla2g4c",0.00226512954781376,1.84829708220254,0.016,0.004,1,"6","Pla2g4c"
"Tbc1d8b",0.00226868875451969,0.77615131674091,0.08,0.043,1,"6","Tbc1d8b"
"Nipsnap14",0.00227379770744892,0.642404812725039,0.264,0.205,1,"6","Nipsnap1"
"Vegfb1",0.00228494579049751,0.518567014570698,0.115,0.069,1,"6","Vegfb"
"Lamtor32",0.00231269931842829,0.597871906738684,0.169,0.115,1,"6","Lamtor3"
"Rab6a2",0.0023264632746573,0.288712093338934,0.529,0.481,1,"6","Rab6a"
"Ide2",0.00233636806499724,0.20338708651878,0.503,0.43,1,"6","Ide"
"Crppa2",0.00234667539965408,0.122702450869461,0.468,0.386,1,"6","Crppa"
"Idh3b1",0.00236919159998679,0.340894213867989,0.293,0.227,1,"6","Idh3b"
"Cks2",0.00238405303407802,1.98745471734237,0.025,0.008,1,"6","Cks2"
"Mppe12",0.00239328870489578,0.527166851041585,0.124,0.077,1,"6","Mppe1"
"Gm434622",0.00241958268654911,0.592562913460352,0.217,0.159,1,"6","Gm43462"
"Gm371071",0.00242219156803496,0.961680496796296,0.076,0.041,1,"6","Gm37107"
"Cdc232",0.00242560595127625,0.19394148398043,0.315,0.246,1,"6","Cdc23"
"Ipo42",0.00242917910381616,0.740572007855707,0.146,0.098,1,"6","Ipo4"
"Agtpbp11",0.00245065004158986,0.131227334670937,0.726,0.628,1,"6","Agtpbp1"
"Tmem205",0.00246760230686044,0.577100361458519,0.086,0.047,1,"6","Tmem205"
"Kcnt13",0.00246945991162374,0.334922610485499,0.325,0.254,1,"6","Kcnt1"
"Upf3b",0.00249903461738175,0.100372865958972,0.338,0.266,1,"6","Upf3b"
"Nvl2",0.00250357299679803,0.16740024875801,0.548,0.478,1,"6","Nvl"
"Letmd12",0.00251278196149353,0.380518938799618,0.169,0.113,1,"6","Letmd1"
"St3gal11",0.00252318220476773,0.729352710439295,0.143,0.093,1,"6","St3gal1"
"Papola1",0.00253139430699862,0.100902186773512,0.809,0.687,1,"6","Papola"
"Plxna31",0.00254012490998754,0.833259985285365,0.083,0.046,1,"6","Plxna3"
"Gm153983",0.00257582009166458,0.804360648158565,0.102,0.06,1,"6","Gm15398"
"Uqcrh1",0.00258609290713131,0.366166750499346,0.175,0.119,1,"6","Uqcrh"
"Brsk14",0.00259940589206063,0.297409574159159,0.341,0.273,1,"6","Brsk1"
"Dcaf72",0.00260798004645437,0.304947040292646,0.363,0.297,1,"6","Dcaf7"
"Ppil42",0.00261787449040501,0.282109769062442,0.328,0.263,1,"6","Ppil4"
"Mterf31",0.00262681240195159,0.234857109842056,0.213,0.154,1,"6","Mterf3"
"Glb1l2",0.00263116116601204,2.73199950131084,0.01,0.002,1,"6","Glb1l2"
"Snx41",0.00263216019723215,0.12047714479693,0.341,0.267,1,"6","Snx4"
"Sepsecs2",0.00263281767060765,0.360460810879432,0.229,0.168,1,"6","Sepsecs"
"Ptprs3",0.00263604822779968,0.17703710176747,0.758,0.652,1,"6","Ptprs"
"Slc23a1",0.00263632639779642,2.17069965120936,0.01,0.002,1,"6","Slc23a1"
"Flvcr12",0.00265075777430604,0.350387311598313,0.283,0.219,1,"6","Flvcr1"
"Micos101",0.00265915732501581,0.361522995388148,0.274,0.214,1,"6","Micos10"
"Atp8b23",0.00266295576947382,0.522668392054875,0.283,0.222,1,"6","Atp8b2"
"Armcx6",0.00266762084489562,1.34131195048716,0.029,0.01,1,"6","Armcx6"
"Zfp7092",0.00268217143745256,0.664455060671701,0.061,0.03,1,"6","Zfp709"
"Psph",0.00268232084751251,0.384326729084418,0.089,0.05,1,"6","Psph"
"Gm5105",0.00268403900431697,1.93735850289654,0.022,0.007,1,"6","Gm5105"
"Pi4ka4",0.00268505355269919,0.12582814023016,0.86,0.731,1,"6","Pi4ka"
"Ccdc1493",0.00268573881681516,0.39013268928627,0.366,0.302,1,"6","Ccdc149"
"Mvb12a",0.00269193063975108,0.800655550263179,0.092,0.053,1,"6","Mvb12a"
"Inafm11",0.00270828059420357,0.552806540622537,0.054,0.025,1,"6","Inafm1"
"Acer31",0.00270944884243861,0.129870766080898,0.519,0.44,1,"6","Acer3"
"Supv3l12",0.00271689712837585,0.594191789334067,0.213,0.156,1,"6","Supv3l1"
"Pwp12",0.00272926346102646,0.31076844835385,0.137,0.086,1,"6","Pwp1"
"Hmgn3",0.00273177072897411,0.257379265242255,0.408,0.337,1,"6","Hmgn3"
"Bbof12",0.00275095490185929,0.310258105467549,0.331,0.263,1,"6","Bbof1"
"Sdhb1",0.00277544726211793,0.383572529600243,0.201,0.144,1,"6","Sdhb"
"Tmem41b2",0.00281168577748046,0.315707569828595,0.207,0.148,1,"6","Tmem41b"
"Plpp41",0.00282460749085942,0.689053499384843,0.121,0.075,1,"6","Plpp4"
"Megf81",0.00283974287704778,0.256845615179122,0.239,0.176,1,"6","Megf8"
"Clpx1",0.00284551943966565,0.219475082511035,0.347,0.279,1,"6","Clpx"
"Vps36",0.00286050173734115,0.265870647546497,0.178,0.123,1,"6","Vps36"
"Uqcrc21",0.00289648968001736,0.250588015114232,0.369,0.302,1,"6","Uqcrc2"
"Fam219a2",0.00290631724348694,0.108958198803874,0.656,0.566,1,"6","Fam219a"
"Haghl1",0.0029069333087745,0.3457656188858,0.166,0.113,1,"6","Haghl"
"Bud31",0.00295487132655088,0.734655138456814,0.096,0.056,1,"6","Bud31"
"Tatdn31",0.00296971726969116,0.366968999721339,0.201,0.143,1,"6","Tatdn3"
"Kdelr11",0.00297673124672617,0.5729564667137,0.131,0.083,1,"6","Kdelr1"
"Reep14",0.00298608597876419,0.168165516326378,0.656,0.55,1,"6","Reep1"
"Qpct1",0.0029886657795098,1.13192602450726,0.048,0.022,1,"6","Qpct"
"Mob1b3",0.00299087431750622,0.268138107948293,0.312,0.244,1,"6","Mob1b"
"Cep704",0.00300088467942003,0.175720608266654,0.513,0.439,1,"6","Cep70"
"Cnbd22",0.0030085588745128,0.445800243447765,0.15,0.099,1,"6","Cnbd2"
"Trmt61b1",0.00300926357030084,0.537469984682946,0.182,0.128,1,"6","Trmt61b"
"Hdac12",0.00301624178242743,0.217410021221104,0.229,0.166,1,"6","Hdac1"
"Oxa1l1",0.00303734235835528,0.354616867462557,0.14,0.09,1,"6","Oxa1l"
"Gpi12",0.00304459975145205,0.136996470084148,0.494,0.413,1,"6","Gpi1"
"Dennd6b3",0.00305115076511544,0.329267662324788,0.283,0.217,1,"6","Dennd6b"
"Tmem1791",0.00306692481981017,0.59915337004991,0.115,0.071,1,"6","Tmem179"
"Nom12",0.00307467237043839,0.40598495086848,0.217,0.159,1,"6","Nom1"
"Cyb5r1",0.0030820865354299,0.57471211348634,0.054,0.026,1,"6","Cyb5r1"
"Efl11",0.00309471525220349,0.109389607432956,0.395,0.326,1,"6","Efl1"
"Rimklb1",0.00313534426384057,0.28979921947584,0.194,0.135,1,"6","Rimklb"
"Bdh11",0.00316814307688111,0.414955329057506,0.226,0.168,1,"6","Bdh1"
"Apoo1",0.00318339583549152,0.268174959921098,0.322,0.256,1,"6","Apoo"
"4931428F04Rik1",0.00319121103620042,0.822068978580597,0.102,0.061,1,"6","4931428F04Rik"
"Pdha1",0.00320315105463192,0.589917582296474,0.134,0.087,1,"6","Pdha1"
"Scyl11",0.00320554277072427,0.580531067084872,0.099,0.058,1,"6","Scyl1"
"Nr2f21",0.00325766958564443,0.484198072412189,0.108,0.066,1,"6","Nr2f2"
"Ogdhl",0.0032734327630562,0.557056817054995,0.15,0.1,1,"6","Ogdhl"
"Ppat2",0.00327698645165017,0.469004274332989,0.201,0.146,1,"6","Ppat"
"Timm10b1",0.00329561748207899,0.537459326869161,0.099,0.059,1,"6","Timm10b"
"Oprm12",0.00330675557935639,0.698939403484009,0.185,0.132,1,"6","Oprm1"
"Pus73",0.00332019854909037,0.161416609577129,0.331,0.261,1,"6","Pus7"
"Tex14",0.0033480011726057,0.922738476388344,0.032,0.012,1,"6","Tex14"
"Park71",0.00338991885151717,0.571740529336608,0.108,0.066,1,"6","Park7"
"Tinf2",0.00341290868618846,0.802904390288432,0.045,0.02,1,"6","Tinf2"
"Pou6f11",0.00341867474797771,0.29348385887909,0.277,0.212,1,"6","Pou6f1"
"Dock34",0.00344623425430435,0.157611707230684,0.987,0.826,1,"6","Dock3"
"Bloc1s6",0.00346633393287849,0.801511050068896,0.057,0.028,1,"6","Bloc1s6"
"Gm266732",0.00347259924848164,0.675630438244721,0.099,0.058,1,"6","Gm26673"
"Blm1",0.00349928783933086,0.30986966120619,0.207,0.15,1,"6","Blm"
"D17H6S53E",0.00351074153660024,2.01539164105557,0.016,0.004,1,"6","D17H6S53E"
"Slc46a1",0.00353280961519633,1.90357174643602,0.016,0.004,1,"6","Slc46a1"
"Cldn13",0.00354168667747181,2.08895750427777,0.022,0.007,1,"6","Cldn1"
"Cnrip12",0.00354895494945899,0.10048207112871,0.478,0.403,1,"6","Cnrip1"
"Flnb1",0.00355108782143455,0.144547682604685,0.58,0.501,1,"6","Flnb"
"4930453N24Rik1",0.00357664821469267,0.223364623293014,0.159,0.107,1,"6","4930453N24Rik"
"Matr32",0.00358316545926144,0.117894108539541,0.443,0.37,1,"6","Matr3"
