"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2"
"Kcnh6",0.516,0.0370831017554138,0.032,1.71369206297971,0.047,0.015
"Tubg2",0.516,0.0401351361115988,0.032,1.26903729258598,0.058,0.027
"Tubg1",0.516,0.03027663388309,0.032,0.802896150477402,0.06,0.028
"Dhrs11",0.516,0.0237020213915195,0.032,0.746641259049885,0.056,0.024
"2810001G20Rik",0.516,0.0253782674370856,0.032,0.551899451502263,0.071,0.04
"Zfp354b",0.516,0.0384994312207259,0.032,1.37941349983957,0.054,0.022
"Ddx56",0.516,0.029337777831514,0.032,0.819162308683601,0.065,0.033
"Mtfp1",0.516,0.0343183721164896,0.032,1.06233153100901,0.051,0.019
"Ddit3",0.516,0.0232122002688425,0.032,0.82694682024983,0.051,0.019
"Apba3",0.516,0.0236775435590607,0.032,0.64926821916487,0.06,0.028
"Abca7",0.516,0.0354310050864566,0.032,0.573028656038667,0.096,0.066
"Cfap410",0.516,0.0285387976440363,0.032,0.636697603088719,0.074,0.043
"Gm16153",0.516,0.035849063436595,0.032,1.19913063729192,0.054,0.022
"4930593C16Rik",0.516,0.0420091564609406,0.032,3.45950296242616,0.036,0.004
"Entpd3",0.516,0.0393977173077425,0.032,0.810980804174656,0.08,0.048
"A330041J22Rik",0.516,0.0461162542776412,0.032,1.71681530310462,0.051,0.02
"Parp16",0.516,0.0270386848271424,0.032,0.553123128800153,0.074,0.041
"Rpl4",0.516,0.0202151714585879,0.032,0.312153003252713,0.092,0.06
"1110032A03Rik",0.516,0.0532921158140173,0.032,0.543032302767741,0.121,0.09
"Tarbp1",0.516,0.033887966664121,0.032,0.25744964445426,0.183,0.156
"Pmfbp1",0.516,0.0997332427227355,0.032,4.84216952123716,0.036,0.003
"Prdx2",0.516,0.0224975218205182,0.032,0.322003915076935,0.1,0.069
"Tmem59l",0.516,0.0404383202881326,0.032,0.369915938078636,0.154,0.126
"Erich1",0.516,0.0202598841607105,0.032,0.275357976479972,0.103,0.071
"Bnip3",0.516,0.0311504327645709,0.032,0.452066817348107,0.105,0.074
"Ears2",0.516,0.056634730260964,0.032,1.01741448770403,0.074,0.042
"Nucb2",0.516,0.0440988633567016,0.032,0.38892668920057,0.15,0.122
"Myo7a",0.516,0.0314091384391218,0.032,0.839287766450655,0.054,0.022
"Gm2115",0.516,0.0338153754845826,0.032,0.369280402551926,0.087,0.054
"Magel2",0.516,0.0386956609129216,0.032,4.01784230934498,0.033,0.001
"AW146154",0.516,0.0418079863484404,0.032,0.551768990999042,0.096,0.065
"Paf1",0.516,0.02945185274146,0.032,0.330820606331711,0.125,0.097
"Tmem86b",0.516,0.030845077170846,0.032,0.781857226403045,0.065,0.034
"Pex26",0.516,0.0505331857540558,0.032,0.827021937646761,0.087,0.056
"Fam220a.1",0.516,0.0404483665118036,0.032,0.929649738901055,0.069,0.038
"Rasa4",0.516,0.0177196925704472,0.032,0.348833395659951,0.065,0.033
"Setd1b",0.516,0.0270519184150186,0.032,0.290076810440278,0.123,0.094
"Sdsl",0.516,0.0272077456345277,0.032,2.12793269180771,0.036,0.004
"Npffr2",0.516,0.0923252109357331,0.032,5.48993604561913,0.033,0.002
"Sh2d5",0.516,0.044538857947586,0.032,0.480028862815926,0.134,0.105
"Snhg12",0.516,0.0233160435155342,0.032,0.259854421738647,0.123,0.093
"Pef1",0.516,0.0228273386487152,0.032,0.332579572947758,0.103,0.071
"P3h1",0.516,0.0211334818404302,0.032,0.384549681199282,0.089,0.057
"Trim32",0.516,0.0342474345670364,0.032,0.587906411239952,0.092,0.061
"Pappa",0.516,0.104254494937389,0.032,2.03747469307012,0.051,0.019
"Stoml2",0.516,0.0321793118549656,0.032,1.05766217464741,0.056,0.024
"Bag1",0.516,0.0241618975990376,0.032,0.561213179307955,0.071,0.04
"Tstd3",0.516,0.0300657273307977,0.032,0.77841534722423,0.067,0.036
"Ovgp1",0.516,0.0491743016228673,0.032,0.780232059660577,0.085,0.053
"Gm42702",0.516,0.0278904912588329,0.032,0.769865155617501,0.065,0.034
"Lamtor2",0.516,0.021036493608425,0.032,0.373854360348212,0.089,0.057
"Naxe",0.516,0.0312767422685652,0.032,0.415209062093536,0.105,0.075
"Smad9",0.516,0.0330175183984644,0.032,0.500399163342614,0.092,0.061
"Cables2",0.516,0.0282164544689303,0.032,0.562126856695573,0.078,0.047
"Pfdn4",0.516,0.0294763581252362,0.032,0.532924689310351,0.092,0.061
"Gm45447",0.516,0.0360580360273926,0.032,1.43807627573851,0.049,0.018
"Mfap1b",0.516,0.0241377984979573,0.032,0.52737948483567,0.069,0.038
"Gtf3c4",0.516,0.020009819357441,0.032,0.324776160436584,0.089,0.06
"Rxra",0.516,0.0118987640785454,0.032,0.353117034710552,0.051,0.02
"Ackr1",0.516,0.0587653244617873,0.032,1.04701770248644,0.085,0.054
"Bex2",0.515,0.0285870508901523,0.03,0.372260671797501,0.114,0.087
"Armcx4",0.515,0.0291559315387186,0.03,0.53879281492548,0.083,0.053
"Rpl36a",0.515,0.0316146487997174,0.03,0.967532142851621,0.051,0.022
"Fam50a",0.515,0.0290298001454664,0.03,0.419412767850719,0.098,0.07
"Zic3",0.515,0.031479914915397,0.03,1.77179356641396,0.033,0.004
"Zfp449",0.515,0.03256951379097,0.03,0.743806729825788,0.069,0.041
"5730405O15Rik",0.515,0.0251634219556264,0.03,0.879173930595989,0.049,0.019
"Ppp1r3f",0.515,0.0491683024116931,0.03,0.79689493483037,0.078,0.049
"Cuedc2",0.515,0.029215062533262,0.03,0.368881497596019,0.116,0.088
"Ppp1r14b",0.515,0.0186384072425841,0.03,0.327229563008814,0.08,0.051
"Isoc1",0.515,0.0265087868808786,0.03,0.847487922353822,0.051,0.022
"Pcdhgc4",0.515,0.0315762732870191,0.03,0.850876634927681,0.056,0.026
"Apbb3",0.515,0.0278700174834456,0.03,0.354693971793907,0.114,0.085
"Mpnd",0.515,0.0435516658366829,0.03,0.618998392843237,0.098,0.07
"E130008D07Rik",0.515,0.0351683092850989,0.03,1.77493897920398,0.042,0.012
"Rpp21",0.515,0.0462816967885478,0.03,0.78169147465107,0.083,0.055
"Wdr27",0.515,0.0374150295930517,0.03,0.593130187723764,0.085,0.055
"Pnldc1",0.515,0.0285893107510445,0.03,0.556542998584326,0.076,0.046
"Atp5o",0.515,0.0269141462219736,0.03,0.422163499630076,0.089,0.06
"8030451O07Rik",0.515,0.033172184888172,0.03,3.02952667131011,0.031,0.002
"Adprh",0.515,0.0240925720552351,0.03,0.373850998563182,0.087,0.058
"Amigo2",0.515,0.0436183889104985,0.03,2.57146266985617,0.036,0.007
"Pvalb",0.515,0.0358958654499532,0.03,1.71439822095821,0.045,0.014
"Gpaa1",0.515,0.0142846869751759,0.03,0.356211376547794,0.067,0.036
"Ipo4",0.515,0.0566591155789155,0.03,0.614561694707485,0.125,0.099
"Haus4",0.515,0.037688976658476,0.03,1.65084632830213,0.042,0.013
"Chat",0.515,0.115616959257929,0.03,4.2867813447652,0.033,0.004
"Comtd1",0.515,0.0248587942044758,0.03,0.996213087014746,0.042,0.012
"Gm8237",0.515,0.0423315386592089,0.03,3.46874564457534,0.033,0.004
"Ctsl",0.515,0.0194458545006889,0.03,0.271678384988835,0.098,0.069
"Idnk",0.515,0.0145783243141537,0.03,0.330202388279709,0.074,0.044
"B4galt7",0.515,0.0367843662128218,0.03,0.858272269146483,0.067,0.037
"Rdh14",0.515,0.0284391021908313,0.03,0.667715491796724,0.067,0.037
"Arl16",0.515,0.0365095946870651,0.03,1.17120427117925,0.056,0.027
"Xylt2",0.515,0.0355870727899768,0.03,0.549613381615367,0.094,0.065
"Lrrc59",0.515,0.025118973882515,0.03,0.410155585852188,0.089,0.061
"Atpaf2",0.515,0.0208757751766874,0.03,0.359621696521197,0.096,0.066
"Gm12082",0.515,0.0568946396141312,0.03,5.30285184580621,0.031,0.001
"Fzr1",0.515,0.015892888182163,0.03,0.285988710557218,0.087,0.058
"Fgf22",0.515,0.0272510327757977,0.03,0.938702956475944,0.049,0.019
"Sec22c",0.515,0.0280271410853773,0.03,0.438495584155369,0.094,0.065
"Leo1",0.515,0.0237380197983943,0.03,0.349947100694323,0.098,0.069
"Rsl24d1",0.515,0.0394726566718263,0.03,1.15028221718606,0.056,0.026
"Gm28379",0.515,0.0333221050542953,0.03,0.911436134376441,0.062,0.033
"Cib2",0.515,0.0341910261004473,0.03,1.37305548684496,0.047,0.017
"Thyn1",0.515,0.0319144262299376,0.03,0.44469585973153,0.1,0.072
"Zfp558",0.515,0.041212968055136,0.03,1.37597601573806,0.049,0.02
"Hsdl1",0.515,0.0175736595945558,0.03,0.376877544725981,0.069,0.039
"Nudt7",0.515,0.0122448915493589,0.03,0.381430894722139,0.054,0.024
"Ldhd",0.515,0.0375013048446934,0.03,1.36359587438337,0.051,0.021
"Ces5a",0.515,0.0406181683582627,0.03,1.81416238491353,0.042,0.013
"Haus8",0.515,0.0156560336914191,0.03,0.479776031424387,0.06,0.03
"Rab3a",0.515,0.0274418668651552,0.03,0.424633297882316,0.1,0.072
"Coprs",0.515,0.0435452545715797,0.03,1.1405437621653,0.06,0.031
"Champ1",0.515,0.0202865478534083,0.03,0.43002967631597,0.071,0.042
"Dusp8",0.515,0.0198167972688641,0.03,0.272751048282018,0.118,0.089
"Gm26935",0.515,0.0390791308111864,0.03,0.653858953132148,0.087,0.059
"Tmem147",0.515,0.0366205794025754,0.03,0.703292570420944,0.074,0.045
"Fam98c",0.515,0.0256424352555751,0.03,0.465011052086266,0.08,0.051
"Snrpd2",0.515,0.0232602866808407,0.03,0.772336788050433,0.051,0.021
"Psg16",0.515,0.0437871218454405,0.03,0.862228962445574,0.08,0.051
"Tada3",0.515,0.0249827158859542,0.03,0.255657535261992,0.129,0.102
"Tmsb10",0.515,0.0331976243171679,0.03,0.725520455388414,0.069,0.04
"Uncx",0.515,0.045528244180271,0.03,6.22619663117636,0.031,0.001
"Polr2j",0.515,0.0246884012325964,0.03,0.446356434606172,0.08,0.05
"2210016L21Rik",0.515,0.0251070663955308,0.03,0.251546588661668,0.136,0.108
"Fndc4",0.515,0.033823182075871,0.03,0.447742445433217,0.116,0.088
"Plk3",0.515,0.0268278618898355,0.03,0.548882694937189,0.069,0.04
"Bend5",0.515,0.0352176927187142,0.03,0.970803493615835,0.062,0.033
"Galnt12",0.515,0.0190062241779491,0.03,0.488780405937482,0.056,0.025
"Dctn3",0.515,0.0197402683489774,0.03,0.466955445638164,0.074,0.044
"Gm12367",0.515,0.0414868879831667,0.03,1.19594742209641,0.058,0.03
"Cyp2u1",0.515,0.0259258978758226,0.03,0.437277477217252,0.089,0.059
"Pla2g12a",0.515,0.0212223649891833,0.03,0.315248268730041,0.105,0.076
"Pitx2",0.515,0.047698600582739,0.03,7.6223529088922,0.029,0
"Adam15",0.515,0.0321625999731247,0.03,0.317998308888931,0.129,0.103
"Gm26771",0.515,0.0343046466741052,0.03,4.15025276214687,0.031,0.002
"Gm5148",0.515,0.0317514420498621,0.03,0.760254167714222,0.067,0.038
"Gm38505",0.515,0.050844010714851,0.03,0.797175281414914,0.062,0.033
"Zswim3",0.515,0.0390195448180392,0.03,0.430818300635123,0.125,0.097
"Gdap1l1",0.515,0.0284985757516231,0.03,0.375029199843993,0.118,0.089
"Mroh8",0.515,0.0435352859431845,0.03,1.01532715734864,0.065,0.036
"Map1lc3a",0.515,0.0233214315147749,0.03,0.568404360674185,0.065,0.036
"6820408C15Rik",0.515,0.043353847879806,0.03,1.06775638680823,0.06,0.031
"Lcmt2",0.515,0.0315560794213418,0.03,0.842427062825712,0.058,0.029
"Haus2",0.515,0.0285277599979437,0.03,0.469250108526629,0.087,0.057
"Rpap1",0.515,0.0220392972585692,0.03,0.250971911420944,0.125,0.097
"G630016G05Rik",0.515,0.0499908633580713,0.03,0.517785150955639,0.118,0.091
"Wdr34",0.515,0.0331294318373048,0.03,0.311079674967411,0.147,0.121
"Mrpl41",0.515,0.0232430056079417,0.03,0.278871183317367,0.123,0.095
"Vash2",0.515,0.033247032697979,0.03,1.1412839655307,0.049,0.02
"Pappa2",0.515,0.122142746105863,0.03,3.80302807038026,0.036,0.006
"Colgalt2",0.515,0.038952038939386,0.03,0.492289751056105,0.083,0.053
"Tsen15",0.515,0.0310811127572807,0.03,0.302633910912367,0.138,0.113
"Stk16",0.515,0.0224719903861712,0.03,0.34408937712002,0.087,0.057
"Slco5a1",0.515,0.0520559047952003,0.03,0.464872312028905,0.129,0.102
"Bex4",0.514,0.0349191466922781,0.028,1.67523058126248,0.042,0.016
"Armcx2",0.514,0.0243490651150788,0.028,0.596349898425047,0.065,0.038
"Pgk1",0.514,0.0248351815073115,0.028,0.301649797832948,0.121,0.094
"Gpr165",0.514,0.0387747358484844,0.028,2.54477816084334,0.031,0.003
"G6pdx",0.514,0.0142024762734655,0.028,0.33025996557166,0.065,0.037
"Zfp92",0.514,0.036453366507685,0.028,1.70606844239151,0.042,0.014
"Gabrq",0.514,0.0407252255956796,0.028,5.41365047755575,0.029,0.001
"Rmdn2",0.514,0.0207013441220445,0.028,0.285243826276322,0.092,0.064
"Gm31645",0.514,0.0307135274011735,0.028,2.10714551190132,0.036,0.009
"Abcc10",0.514,0.0212687263878271,0.028,0.364527385897027,0.083,0.056
"Rsph9",0.514,0.0375033500681293,0.028,0.91390962630775,0.06,0.033
"Znrd1",0.514,0.0173943114519659,0.028,0.531230261351014,0.058,0.031
"Dhx16",0.514,0.0268842607055618,0.028,0.348615792317667,0.105,0.078
"Nelfe",0.514,0.0233454617169778,0.028,0.574555498337325,0.065,0.038
"4732491K20Rik",0.514,0.0250427407805624,0.028,0.845536788230872,0.051,0.023
"Rpl35a",0.514,0.0167897873480473,0.028,0.28453593142483,0.078,0.05
"Gm46563",0.514,0.0366053081094282,0.028,2.5430874092873,0.033,0.006
"Tekt5",0.514,0.0319801454979976,0.028,1.96158595645454,0.038,0.01
"Nudt16l1",0.514,0.0452651559769174,0.028,1.04083902074342,0.069,0.041
"Foxred2",0.514,0.0265503521169519,0.028,0.392670580655094,0.087,0.06
"Gm6999",0.514,0.0409797907986606,0.028,0.769757293921864,0.06,0.033
"Polr3d",0.514,0.0164354807654124,0.028,0.341401219711284,0.076,0.048
"Fgf9",0.514,0.0572676201681852,0.028,0.520633782825211,0.147,0.122
"Gm2897",0.514,0.0285819404325817,0.028,1.6878456373979,0.036,0.008
"3830408C21Rik",0.514,0.0232714423238882,0.028,0.307868720135866,0.103,0.075
"Mrps36",0.514,0.0169567787677769,0.028,0.468821987564853,0.062,0.034
"Dhfr",0.514,0.0242794197018732,0.028,0.528624525015423,0.069,0.041
"Zscan12",0.514,0.027589775657054,0.028,0.554990410020828,0.069,0.043
"Cdca7l",0.514,0.0486480810551821,0.028,1.75335152625041,0.045,0.017
"Gm34081",0.514,0.0334725473903578,0.028,1.38120226826395,0.047,0.018
"Samd15",0.514,0.0307582420370077,0.028,1.16777810526805,0.051,0.023
"Esr2",0.514,0.0333759818701155,0.028,2.58098691174871,0.033,0.006
"Ttc6",0.514,0.102351996798183,0.028,3.38133379530275,0.036,0.009
"Greb1",0.514,0.0521214612461638,0.028,1.9933474346791,0.036,0.008
"Wdcp",0.514,0.0191222720926196,0.028,0.361649290647156,0.078,0.05
"Tsen54",0.514,0.0305319214035261,0.028,1.12818957710781,0.049,0.021
"Arf2",0.514,0.0248795671209853,0.028,0.369710723736617,0.098,0.071
"Ube2z",0.514,0.0251819792792468,0.028,0.263926001720738,0.116,0.089
"Tmem199",0.514,0.0192104096889466,0.028,0.318241680075724,0.089,0.061
"Cntrob",0.514,0.0322246238387239,0.028,0.286741106482008,0.15,0.126
"Guk1",0.514,0.0304012330572919,0.028,0.708761203830923,0.069,0.041
"Fgf18",0.514,0.0274650949324224,0.028,1.72457097567032,0.036,0.008
"Pold2",0.514,0.0403982174445169,0.028,1.9996148487611,0.04,0.011
"Tspan31",0.514,0.0206380372052671,0.028,0.503582774360873,0.069,0.042
"Cdh23",0.514,0.106897694980266,0.028,1.63326507559853,0.042,0.014
"A830082N09Rik",0.514,0.0363016074727167,0.028,0.411861848169473,0.121,0.094
"Ankdd1a",0.514,0.050304891055534,0.028,1.34807084552381,0.054,0.027
"Neil1",0.514,0.013746402679754,0.028,0.251611620554599,0.083,0.055
"Chrna3",0.514,0.0544989145845677,0.028,3.62845876541861,0.031,0.003
"Chek1",0.514,0.0288713057319063,0.028,1.25331308547453,0.045,0.017
"A130014A01Rik",0.514,0.0204999280159932,0.028,0.421082979418105,0.076,0.049
"Lncbate1",0.514,0.0345539977383947,0.028,2.74983810336489,0.031,0.004
"Terb1",0.514,0.0327626024903885,0.028,0.463266775777942,0.105,0.078
"Wdr83",0.514,0.0321170109992033,0.028,0.482078552439899,0.103,0.077
"Zfp930",0.514,0.0362608467635811,0.028,0.534019260118633,0.094,0.066
"Zfp958",0.514,0.0240278795954408,0.028,0.346247565959509,0.103,0.075
"Tgfbr3l",0.514,0.0299787137612566,0.028,0.934575710985214,0.049,0.022
"Xab2",0.514,0.0254197200074463,0.028,0.492872418905525,0.071,0.044
"Gm32786",0.514,0.0385417713067144,0.028,0.771529519696795,0.08,0.054
"BC017158",0.514,0.0368354229077911,0.028,0.554590990996546,0.089,0.063
"Asphd1",0.514,0.0349158988470857,0.028,0.879882229346232,0.065,0.038
"Alg8",0.514,0.0278781262134971,0.028,0.424208806425205,0.096,0.069
"Fuz",0.514,0.0190633917888249,0.028,0.448962865239229,0.058,0.031
"Lrp3",0.514,0.0181439768159411,0.028,0.262419874740492,0.105,0.076
"Lrfn1",0.514,0.0364252222756763,0.028,0.457273173168422,0.123,0.097
"Vmn2r29",0.514,0.0367589169631331,0.028,0.524093756166,0.096,0.07
"Syt5",0.514,0.0415192537736965,0.028,0.385068212697793,0.143,0.12
"Gm30524",0.514,0.031022214140547,0.028,1.43922738767662,0.033,0.005
"P3h3",0.514,0.0369609997300157,0.028,0.559951190663408,0.094,0.067
"Zfp239",0.514,0.0422007490706936,0.028,0.486518575976285,0.114,0.089
"Gm19265",0.514,0.0331232293613865,0.028,0.716871315962767,0.071,0.044
"Htra2",0.514,0.0202046658665499,0.028,0.46665693211097,0.069,0.043
"Clcn1",0.514,0.0387586292318093,0.028,0.629450665514546,0.094,0.067
"Clec2l",0.514,0.036488673209242,0.028,0.807550761805279,0.071,0.045
"Peg10",0.514,0.0553640370285654,0.028,3.10302213803187,0.033,0.006
"Gm7467",0.514,0.0401418859363556,0.028,2.06925990633025,0.04,0.013
"Mfsd10",0.514,0.0210169898558556,0.028,0.348884841482004,0.089,0.062
"Slbp",0.514,0.0146230895681465,0.028,0.254981105235212,0.078,0.051
"Gpn1",0.514,0.0406607127317535,0.028,0.548645984327749,0.098,0.072
"Kcnk3",0.514,0.0329620843322242,0.028,0.400776581136541,0.123,0.096
"Rnf207",0.514,0.0296904469727334,0.028,0.514497513497625,0.098,0.072
"Mad2l2",0.514,0.0186147553179575,0.028,0.69813453719554,0.045,0.016
"Mrto4",0.514,0.0267982975524471,0.028,0.916204367642702,0.054,0.026
"Ebna1bp2",0.514,0.0293308907547511,0.028,0.376327849501185,0.112,0.085
"Gm12655",0.514,0.0316644990805377,0.028,0.589622573881547,0.078,0.05
"Txn1",0.514,0.021019460224476,0.028,0.448854738684337,0.074,0.046
"Mllt11",0.514,0.0324951761538698,0.028,0.335498927019753,0.141,0.116
"Sema6c",0.514,0.0153198903956112,0.028,0.453520145057935,0.06,0.033
"Ndufb5",0.514,0.0238558142272977,0.028,0.263665944777789,0.123,0.097
"Gm14399",0.514,0.0300714472089327,0.028,0.261142266017386,0.163,0.141
"Zfp442",0.514,0.0291109772412293,0.028,0.592788744146529,0.076,0.048
"4930473A02Rik",0.514,0.025362933847946,0.028,0.777436198781975,0.051,0.024
"Pak6",0.514,0.0471823235851095,0.028,0.358712227050277,0.183,0.162
"Fsip1",0.514,0.0356768929111063,0.028,1.34541302216122,0.042,0.014
"Commd9",0.514,0.0281141342939012,0.028,0.827064935293714,0.054,0.025
"Gm13481",0.514,0.0678067470263038,0.028,1.12913891234995,0.065,0.037
"Gm36988",0.514,0.0305837173347872,0.028,0.733024831140799,0.065,0.036
"Gm32569",0.514,0.0438447651156702,0.028,1.87031002664123,0.038,0.01
"Eef1aknmt",0.514,0.0235121240437395,0.028,0.411314947262682,0.087,0.059
"Lemd1",0.514,0.0336558964613124,0.028,1.09573094575073,0.054,0.025
"Gm29488",0.514,0.0117481593667486,0.028,0.283512170194962,0.067,0.04
"2900009J06Rik",0.514,0.0392935662261414,0.028,1.11219289604867,0.054,0.026
"Gm33533",0.514,0.0317398316849866,0.028,1.04714755561986,0.056,0.029
"Efhc2",0.513,0.0426373988653006,0.026,0.593693079709096,0.092,0.067
"Praf2",0.513,0.0321815559440703,0.026,1.42349556605427,0.04,0.014
"Wdr45",0.513,0.0174874416901953,0.026,0.343423266057882,0.076,0.051
"Slc18a2",0.513,0.0926915806188213,0.026,3.13266190232852,0.036,0.009
"Ccnj",0.513,0.024206777156425,0.026,0.427975103839445,0.087,0.063
"Gm41804",0.513,0.0565686370083899,0.026,0.749020006284898,0.098,0.075
"B4gat1",0.513,0.020659586434453,0.026,0.558481010197186,0.06,0.035
"Mrpl14",0.513,0.0186378215990125,0.026,0.478497459768157,0.062,0.037
"Gm10501",0.513,0.0225130543852381,0.026,0.737490215714137,0.051,0.026
"Grm4",0.513,0.0352130446631405,0.026,0.266551894033814,0.172,0.148
"Psmg1",0.513,0.0284877749203481,0.026,0.787000734194691,0.058,0.033
"Sod1",0.513,0.0291061099011997,0.026,0.307019828801327,0.123,0.1
"Ndufb4",0.513,0.023612603124634,0.026,0.384150877346199,0.087,0.062
"Slx4",0.513,0.0218744555411562,0.026,0.363125753050046,0.087,0.062
"Cpne8",0.513,0.0853909083065721,0.026,0.274545501341249,0.315,0.299
"Prr5",0.513,0.0146909240594474,0.026,0.570052164091289,0.038,0.013
"Eif3d",0.513,0.0280119502311389,0.026,0.721714457960881,0.06,0.034
"Vps28",0.513,0.0316363559433821,0.026,0.905668885434239,0.056,0.03
"Med30",0.513,0.0169995617361997,0.026,0.539465364409498,0.051,0.026
"Zic5",0.513,0.021590930301999,0.026,0.940117093658923,0.036,0.01
"R3hcc1",0.513,0.0216403051101605,0.026,0.679364411898346,0.051,0.025
"Rps23",0.513,0.0167648740217093,0.026,0.317551947289218,0.074,0.048
"Gm40999",0.513,0.0603536233272461,0.026,4.65466897335115,0.027,0.001
"Eef1e1",0.513,0.0170986660748894,0.026,0.475273681391537,0.056,0.03
"Gpr137b",0.513,0.0280024799403409,0.026,0.546019299770415,0.078,0.053
"Coq6",0.513,0.0197685311249346,0.026,0.509133117568425,0.067,0.04
"Phb",0.513,0.028718857728954,0.026,0.518349743964642,0.083,0.058
"4930527B05Rik",0.513,0.0363684648686739,0.026,1.92177517348103,0.04,0.015
"Rpain",0.513,0.0270306293868191,0.026,0.554589315230149,0.078,0.052
"Nudcd2",0.513,0.0286700474662819,0.026,0.518012927341784,0.08,0.056
"Nxph4",0.513,0.0312126816129782,0.026,3.39398859759199,0.029,0.003
"Gm47033",0.513,0.0374792848809345,0.026,2.72365922791569,0.031,0.006
"Gm15608",0.513,0.0394231961978296,0.026,1.14582388793923,0.056,0.03
"Mknk2",0.513,0.0164511551817062,0.026,0.413968568211042,0.058,0.033
"H2afy2",0.513,0.0335416543897309,0.026,0.355522580865035,0.127,0.104
"Npffr1",0.513,0.0458290457729647,0.026,2.32364420838389,0.033,0.009
"1700021F05Rik",0.513,0.0194589139389807,0.026,0.305585432903773,0.1,0.075
"Apeh",0.513,0.0126300745588272,0.026,0.400599082632124,0.056,0.029
"Kcnj5",0.513,0.0361540243155019,0.026,3.0951499669297,0.029,0.003
"Ankrd49",0.513,0.0367699851881184,0.026,0.880415016710541,0.06,0.035
"Gm46102",0.513,0.0722984305088823,0.026,0.456027803275104,0.161,0.139
"Pla2g15",0.513,0.0197159088036615,0.026,0.418045847729073,0.069,0.043
"Gm17435",0.513,0.0243511919594383,0.026,0.624683582536744,0.056,0.03
"Plvap",0.513,0.0382095228107472,0.026,1.3191814073609,0.047,0.02
"Gm39185",0.513,0.0539624567606624,0.026,1.01202877970757,0.069,0.045
"Cfap97d2",0.513,0.014712464381593,0.026,0.454544118065194,0.04,0.015
"Rrm1",0.513,0.0263177733370622,0.026,0.59988525365441,0.062,0.037
"Zfp940",0.513,0.0293509168762248,0.026,0.623901207961603,0.076,0.051
"Zfp446",0.513,0.0116310855262694,0.026,0.288349997076405,0.062,0.037
"Tafa4",0.513,0.102877916565429,0.026,1.51169873293859,0.056,0.031
"Mrps25",0.513,0.0247071642264092,0.026,0.296351854350029,0.109,0.086
"Sema4f",0.513,0.0329607829211815,0.026,0.358060854391939,0.141,0.118
"Fkbp14",0.513,0.0247808697266331,0.026,0.697223388361567,0.051,0.026
"Cycs",0.513,0.0283716816005692,0.026,0.901440048155194,0.056,0.029
"Get4",0.513,0.0223309244460598,0.026,0.330641825826005,0.089,0.064
"Bud23",0.513,0.0215982023509682,0.026,0.36646893227355,0.089,0.064
"Tmem132cos",0.513,0.0514037343840495,0.026,2.11128644048696,0.038,0.011
"Atp5k",0.513,0.0317603938722766,0.026,1.04975020266523,0.049,0.024
"Gnpda2",0.513,0.0212532083504625,0.026,0.299242797513139,0.098,0.074
"Tmem240",0.513,0.0335474452745069,0.026,0.577532090450827,0.089,0.064
"Vamp3",0.513,0.0155173097677499,0.026,0.395000294016223,0.062,0.037
"Ubiad1",0.513,0.0399551397591187,0.026,1.02489128804879,0.06,0.036
"Pithd1",0.513,0.0249067731078174,0.026,0.517237090377304,0.071,0.045
"C77080",0.513,0.0215395997008558,0.026,0.663913922648206,0.051,0.026
"Nsun4",0.513,0.0150235599453899,0.026,0.277354795788825,0.083,0.057
"Rraga",0.513,0.0323550754436792,0.026,1.07800405620555,0.045,0.019
"Rasef",0.513,0.035781278981631,0.026,2.15429506106227,0.031,0.006
"Atp8b5",0.513,0.0266112273109509,0.026,1.02080609807276,0.038,0.011
"Slc9b2",0.513,0.0354477653758352,0.026,0.836121054479516,0.062,0.038
"Gm42567",0.513,0.0231166678954769,0.026,0.643505770446933,0.058,0.032
"AI504432",0.513,0.0482207570626704,0.026,0.53631456843618,0.116,0.093
"Sptssb",0.513,0.0259379689171014,0.026,0.970803983876177,0.049,0.023
"1110015O18Rik",0.513,0.0362435981150116,0.026,2.37780459133636,0.031,0.005
"Gm14342",0.513,0.0358091833069878,0.026,1.44532170156605,0.042,0.017
"Adrm1",0.513,0.0178885942969768,0.026,0.482060389771316,0.058,0.032
"2900093K20Rik",0.513,0.0193669787939168,0.026,0.380669519642889,0.074,0.049
"Fahd2a",0.513,0.0256634892913402,0.026,0.620508452952814,0.065,0.04
"Gm14004",0.513,0.0296129727145326,0.026,1.4780036668812,0.042,0.016
"Nop10",0.513,0.0226184483716111,0.026,0.652152013843497,0.056,0.029
"Sp9",0.513,0.0489913961047718,0.026,1.84811019953699,0.042,0.017
"Phospho2",0.513,0.0198311741852648,0.026,0.356456888824357,0.078,0.053
"C79798",0.513,0.0278692229083279,0.026,1.96775830453173,0.031,0.005
"Dipk1b",0.513,0.030992931749042,0.026,0.535264145988542,0.089,0.066
"0610009E02Rik",0.513,0.0354293012033937,0.026,0.55421804478995,0.087,0.062
"Bmyc",0.513,0.0157854103667991,0.026,0.290782611076405,0.078,0.053
"Gm38348",0.513,0.0436031736764793,0.026,1.28572597296205,0.056,0.03
"Gm9929",0.513,0.0174127565671243,0.026,0.361680800735975,0.067,0.042
"Fam163a",0.513,0.034219346835017,0.026,0.395450351980978,0.087,0.061
"Gm28791",0.513,0.0205906921176683,0.026,0.332918028506461,0.089,0.065
