"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2"
"Lmbrd2",0.579,0.159201730245225,0.158,0.578980199481269,0.446,0.316
"Pxk",0.579,0.0904519110815853,0.158,0.305129829496988,0.478,0.328
"Flnb",0.579,0.12809263371798,0.158,0.330286372778626,0.623,0.493
"Gm40841",0.579,0.153266544388756,0.158,0.438022983621905,0.56,0.422
"Zdhhc2",0.579,0.187234381644641,0.158,0.589626676381856,0.473,0.34
"Ankrd10",0.579,0.0873699701095939,0.158,0.26984313826363,0.536,0.388
"Myo16",0.579,0.177113113241422,0.158,0.394902163348633,0.583,0.43
"Shank2",0.579,0.138268874529612,0.158,0.300568611786932,0.743,0.584
"Grin2d",0.579,0.176149739393123,0.158,1.73463942789666,0.219,0.062
"Caprin2",0.579,0.196386502830074,0.158,1.18501931074587,0.279,0.13
"Reep1",0.579,0.144740389282566,0.158,0.347330795778972,0.679,0.544
"5330417C22Rik",0.579,0.165583265401163,0.158,0.480689797003459,0.56,0.432
"Gm14204",0.579,0.214498354849394,0.158,2.35458408987216,0.199,0.042
"Ccdc148",0.579,0.182004411068637,0.158,0.480029047647604,0.558,0.431
"Ptprn",0.579,0.172446740100164,0.158,0.588357378947154,0.498,0.36
"Spats2l",0.579,0.226099449417342,0.158,0.599305051338602,0.516,0.383
"Mta3",0.578,0.103259490905758,0.156,0.278468367499022,0.574,0.447
"Flywch1",0.578,0.144400108659327,0.156,0.574238427836569,0.417,0.282
"Map3k4",0.578,0.0926198480634391,0.156,0.296639523753811,0.522,0.372
"Ly6h",0.578,0.248260332994621,0.156,1.0663369036332,0.362,0.234
"Sacs",0.578,0.109231921178401,0.156,0.340712104363546,0.533,0.4
"Arid5b",0.578,0.141549912231332,0.156,0.316757504828095,0.665,0.525
"Tmem266",0.578,0.233332379139027,0.156,1.33012361630334,0.299,0.155
"Mcf2l",0.578,0.0878393986397478,0.156,0.275657428686883,0.554,0.408
"Tacr1",0.578,0.488874687679454,0.156,3.66870954619134,0.176,0.022
"Prkar1b",0.578,0.164494983295424,0.156,0.500879749748861,0.538,0.41
"Epb41",0.578,0.133447680662726,0.156,0.32711630340149,0.594,0.449
"Ralgapb",0.578,0.10469470683345,0.156,0.253604600601329,0.692,0.56
"Nr6a1",0.578,0.150038644833983,0.156,0.346158000020344,0.674,0.556
"Syt14",0.578,0.138786748385819,0.156,0.334656621181749,0.683,0.537
"Ipo9",0.578,0.12640691680862,0.156,0.460561808189603,0.46,0.329
"Il1rapl2",0.577,0.69818398698584,0.154,1.25612296016445,0.373,0.245
"Thoc1",0.577,0.107547942353032,0.154,0.344565794594155,0.527,0.39
"Spast",0.577,0.0993053884997531,0.154,0.301593542199923,0.525,0.395
"Lrfn2",0.577,0.132023205681959,0.154,0.355480476166483,0.592,0.431
"Ube2o",0.577,0.154071222232117,0.154,0.622007986847987,0.417,0.289
"Rnf157",0.577,0.137382247220547,0.154,0.373257888415696,0.598,0.48
"Bbs4",0.577,0.184726033810675,0.154,0.93787067262313,0.333,0.196
"Tbc1d9",0.577,0.095558562083671,0.154,0.320097221582105,0.455,0.323
"Ptcd3",0.577,0.13480741598095,0.154,0.505112887203163,0.438,0.303
"2210408F21Rik",0.577,0.119069516455442,0.154,0.293352331406886,0.656,0.506
"Gm7854",0.577,0.209674965278467,0.154,1.2175362999784,0.279,0.132
"Jakmip1",0.577,0.15051098161201,0.154,0.476567830851498,0.529,0.395
"Rsbn1",0.577,0.0821148082968564,0.154,0.284325085821833,0.471,0.332
"Gm36388",0.577,0.208788017134472,0.154,1.47125298541845,0.261,0.114
"Psd2",0.576,0.0984892207485944,0.152,0.58257008093351,0.243,0.087
"Bmerb1",0.576,0.174424106158089,0.152,0.450652017371183,0.614,0.492
"Fam169a",0.576,0.188107606380788,0.152,0.884452606624368,0.362,0.228
"Lgals8",0.576,0.123931377454213,0.152,0.716795221033715,0.283,0.135
"Hdac9",0.576,0.224037151385093,0.152,0.367928625851023,0.871,0.749
"Klhl29",0.576,0.185621758509302,0.152,0.335645272672838,0.824,0.656
"Prmt2",0.576,0.189227558326914,0.152,1.11670322373207,0.281,0.14
"Dhx30",0.576,0.119445802588641,0.152,0.371401771637929,0.529,0.402
"Itfg1",0.576,0.143922653847113,0.152,0.348232958281266,0.645,0.531
"Plekha7",0.576,0.112180943243299,0.152,0.394266890090671,0.438,0.281
"Chl1",0.576,0.174696892654491,0.152,0.370147371024023,0.672,0.551
"Ddah1",0.576,0.109312248265362,0.152,0.502316782377485,0.283,0.123
"Plekhb2",0.576,0.153709793124731,0.152,0.859982881340749,0.306,0.163
"Fam120c",0.575,0.117889072866261,0.15,0.304293190306586,0.638,0.505
"Zmat1",0.575,0.127475848931977,0.15,0.498913421817873,0.391,0.253
"Bicral",0.575,0.102122602445697,0.15,0.266314202844732,0.623,0.499
"Abca3",0.575,0.131192629064163,0.15,0.488524837795096,0.438,0.307
"Golgb1",0.575,0.117030705194513,0.15,0.318643648942254,0.594,0.471
"Zfyve16",0.575,0.102972182770586,0.15,0.404288291491622,0.411,0.277
"Dync1h1",0.575,0.103993542602541,0.15,0.268172128224778,0.638,0.514
"Ddx24",0.575,0.117913509686954,0.15,0.407436822434416,0.48,0.346
"Rhbdl3",0.575,0.202861402133085,0.15,1.23544537997218,0.266,0.121
"Slc6a15",0.575,0.161922327418544,0.15,0.693966893163081,0.382,0.247
"Ube4a",0.575,0.0862089973556056,0.15,0.26588797513124,0.54,0.41
"Runx1t1",0.575,0.241653926808407,0.15,0.484651926719685,0.676,0.557
"Mttp",0.575,0.152929255100239,0.15,1.02956192801128,0.259,0.114
"Ndst4",0.575,0.322721618462882,0.15,1.00101432185578,0.277,0.127
"Lrrcc1",0.575,0.166069194856619,0.15,0.5915142674517,0.455,0.331
"Atp9a",0.575,0.12631621174523,0.15,0.364148490642819,0.562,0.445
"Apba1",0.574,0.190893197693545,0.148,0.349707456491261,0.839,0.714
"Adamts16",0.574,0.146641315977308,0.148,0.950068428231361,0.25,0.102
"Pnpt1",0.574,0.0965105249534147,0.148,0.403323866635731,0.415,0.275
"Ddx50",0.574,0.115235601780743,0.148,0.289642329682629,0.632,0.531
"Stac",0.574,0.365469096105248,0.148,2.61784892213578,0.194,0.047
"Neto2",0.574,0.209456643646506,0.148,0.589803927330763,0.46,0.323
"Gprin3",0.574,0.0934957005391016,0.148,0.359285991639808,0.357,0.205
"Phtf2",0.574,0.148416802220874,0.148,0.446526737290202,0.511,0.397
"Atf2",0.574,0.120030415497058,0.148,0.287140348894327,0.699,0.571
"Stxbp1",0.574,0.107086111197474,0.148,0.263034104424751,0.701,0.552
"Syp",0.573,0.177967057134168,0.146,0.598338834376925,0.475,0.364
"Sema4g",0.573,0.174906848008022,0.146,1.74449125206396,0.199,0.055
"Gabbr1",0.573,0.109510497577649,0.146,0.265103391997047,0.665,0.543
"Rhbdl1",0.573,0.17617505060049,0.146,1.1552509246325,0.283,0.149
"Trpc7",0.573,0.238690226724874,0.146,2.10974159876647,0.194,0.051
"Gtpbp4",0.573,0.146113659950534,0.146,0.738166260739307,0.328,0.197
"Synj2bp",0.573,0.110161417779332,0.146,0.332359755903551,0.529,0.417
"Psmd11",0.573,0.115029572906882,0.146,0.385908668597428,0.46,0.338
"Sgsm2",0.573,0.146945461503844,0.146,0.588548029747756,0.411,0.291
"Uhrf1bp1l",0.573,0.12427818163968,0.146,0.396014429416639,0.516,0.389
"Mrap2",0.573,0.197727532472092,0.146,2.30748310812713,0.19,0.046
"Rp9",0.573,0.120914159417863,0.146,0.424952972239115,0.442,0.312
"Miat",0.573,0.130901984062611,0.146,0.324947480876067,0.643,0.496
"Phc2",0.573,0.112583826634892,0.146,0.27680890435748,0.645,0.523
"Znhit6",0.573,0.134428078310427,0.146,0.696907078983949,0.33,0.198
"Fnbp1l",0.573,0.137606987961701,0.146,0.314184408065675,0.661,0.519
"Ppip5k1",0.573,0.108994661720566,0.146,0.316048039111424,0.589,0.453
"Atp2b3",0.572,0.146308380838138,0.144,0.490027195112926,0.487,0.368
"Sap130",0.572,0.0893290074182752,0.144,0.288986003972698,0.496,0.373
"Airn",0.572,0.132151251078065,0.144,0.569881948834857,0.259,0.117
"Faim2",0.572,0.153602927741138,0.144,0.734787175991768,0.342,0.215
"Kifc2",0.572,0.144355300935654,0.144,0.612677346318515,0.408,0.277
"Sdc2",0.572,0.121633073187408,0.144,0.470851795571336,0.364,0.228
"Gm26782",0.572,0.115849088353414,0.144,0.795467986972941,0.257,0.113
"Sp4",0.572,0.105497164878372,0.144,0.322235244559231,0.507,0.384
"Bzw2",0.572,0.141423531475068,0.144,0.444867437364137,0.498,0.375
"Gm11508",0.572,0.196616461382672,0.144,1.45537449076598,0.225,0.086
"Rufy1",0.572,0.108161066089744,0.144,0.399572426447124,0.426,0.298
"Hdgfl3",0.572,0.121221489133823,0.144,0.30214560871302,0.643,0.527
"Gpi1",0.572,0.124454796394296,0.144,0.379224697820586,0.529,0.406
"Zfand4",0.572,0.166401934011014,0.144,0.935755819813327,0.299,0.165
"Gm5577",0.572,0.155643817663095,0.144,0.727780011533136,0.357,0.229
"Ache",0.572,0.161412499642017,0.144,1.99415935655286,0.192,0.051
"Rad23b",0.572,0.0989203999237328,0.144,0.322739281028323,0.502,0.383
"Kirrel",0.572,0.238808532726985,0.144,1.75977166281698,0.192,0.049
"Snph",0.572,0.160670093666435,0.144,0.418820569850226,0.612,0.507
"Cadm3",0.572,0.182509761658772,0.144,0.690559620545728,0.417,0.3
"Slc2a13",0.571,0.166334332179182,0.142,0.305400940598912,0.806,0.638
"Capn7",0.571,0.0853050582255352,0.142,0.309380125094229,0.44,0.311
"Dcaf7",0.571,0.131474161767497,0.142,0.51704112179601,0.415,0.289
"Cfap36",0.571,0.116474051569148,0.142,0.42760149060191,0.442,0.322
"Slc41a2",0.571,0.154110737270159,0.142,0.704560559794658,0.366,0.237
"Vps37a",0.571,0.129372963085041,0.142,0.46002380578494,0.438,0.32
"N4bp2l1",0.571,0.127672021476946,0.142,0.479279377282633,0.422,0.297
"Rimbp2",0.571,0.13061717338951,0.142,0.282688091211058,0.734,0.581
"Kdm2b",0.571,0.0761590343470743,0.142,0.297246057149367,0.384,0.253
"Uba6",0.571,0.141551955355314,0.142,0.495801368549368,0.453,0.331
"Igsf3",0.571,0.134840662523721,0.142,1.00222551620025,0.228,0.085
"Ndufaf5",0.571,0.136631859083047,0.142,0.624480073807128,0.362,0.236
"Gfra1",0.57,0.379666916165976,0.14,1.12388390796799,0.301,0.168
"Ide",0.57,0.108661724142608,0.14,0.323940604668338,0.545,0.423
"Ppargc1b",0.57,0.156959941749402,0.14,0.535958136727804,0.482,0.36
"Ythdc2",0.57,0.104107349130065,0.14,0.314408748288706,0.542,0.422
"Mpp7",0.57,0.0891773084161313,0.14,0.316035515157183,0.364,0.225
"Slf1",0.57,0.0880853533041026,0.14,0.26082049899234,0.554,0.43
"Papola",0.57,0.12390726554452,0.14,0.258056657411222,0.779,0.687
"Gm31508",0.57,0.190541307054539,0.14,0.908527981928789,0.328,0.204
"Arih2",0.57,0.0916796177977497,0.14,0.326570140536954,0.449,0.32
"Phlpp2",0.57,0.13377393586411,0.14,0.462885107000619,0.467,0.351
"Ogfod1",0.57,0.146657891489524,0.14,0.591347494771436,0.402,0.281
"4930555F03Rik",0.57,0.222242790307174,0.14,2.41482271689973,0.174,0.034
"Bcat1",0.57,0.149281717677229,0.14,0.84569409754678,0.297,0.165
"Trit1",0.57,0.149505561103431,0.14,0.756267447990942,0.333,0.208
"Ggt7",0.57,0.118293012718135,0.14,0.48692144573568,0.413,0.288
"Kiz",0.57,0.0867011653547514,0.14,0.34354667564623,0.366,0.233
"Gpr176",0.57,0.155088263007395,0.14,0.723504577976346,0.317,0.18
"Tcp11l1",0.57,0.107688355551701,0.14,0.373980127910871,0.444,0.318
"Fbxo3",0.57,0.0896354061646898,0.14,0.297394551971549,0.484,0.359
"Zfp451",0.57,0.0982766510110086,0.14,0.298913445469351,0.525,0.409
"Zbtb11",0.569,0.12422096129381,0.138,0.420147854584352,0.484,0.366
"Ripor2",0.569,0.201071864754998,0.138,0.534258597828612,0.522,0.412
"Usp36",0.569,0.104717436946258,0.138,0.473387969250539,0.373,0.243
"Vps53",0.569,0.12626929892617,0.138,0.457457018207506,0.444,0.329
"Ppp1r14c",0.569,0.166607970644102,0.138,0.553360138931537,0.431,0.313
"Celf6",0.569,0.178792168729119,0.138,1.51423403427083,0.223,0.091
"Rcn2",0.569,0.142587132835604,0.138,0.698011090205478,0.312,0.183
"Shfl",0.569,0.145915723293817,0.138,0.765753199513576,0.335,0.211
"Hs3st4",0.569,0.235296204423366,0.138,0.3973390924435,0.587,0.46
"Slc4a1ap",0.569,0.102067702064369,0.138,0.444293532297263,0.371,0.245
"Pdhx",0.569,0.115026284169393,0.138,0.490997864987964,0.382,0.259
"Hsd17b12",0.569,0.13274686597459,0.138,0.628284690134587,0.324,0.189
"Syt2",0.569,0.271758435528545,0.138,2.09334820759056,0.194,0.061
"Eif5b",0.569,0.0919945270457906,0.138,0.323011371596944,0.473,0.341
"Kcnh8",0.568,0.315237825215403,0.136,1.63863588189243,0.188,0.052
"Cryzl1",0.568,0.117509420894336,0.136,0.352962930644074,0.54,0.418
"Dnajc15",0.568,0.143857607443289,0.136,0.718361367605913,0.317,0.196
"Nup153",0.568,0.0681990193338808,0.136,0.251835920482918,0.444,0.318
"Vstm2a",0.568,0.122731676378732,0.136,0.416086859501692,0.426,0.297
"Lin7a",0.568,0.143171858681829,0.136,0.324795233293266,0.6,0.48
"Metap2",0.568,0.117375665189335,0.136,0.413624092694619,0.458,0.345
"Chfr",0.568,0.105320448994359,0.136,0.320931144210644,0.529,0.424
"Hnrnpd",0.568,0.100879111304158,0.136,0.353123447872537,0.458,0.334
"Otof",0.568,0.289818367170684,0.136,2.04814253710897,0.196,0.066
"Dnm1",0.568,0.108793337847856,0.136,0.284501771661674,0.645,0.525
"Tmem29",0.567,0.151040934042174,0.134,0.661907980278875,0.366,0.245
"Zmym3",0.567,0.141188467897409,0.134,0.659459322071507,0.359,0.239
"Grk5",0.567,0.148311105538418,0.134,0.531022587128926,0.362,0.241
"Fbxw4",0.567,0.0987913397750544,0.134,0.287509601464029,0.538,0.435
"Pitpnm1",0.567,0.160108593382664,0.134,1.14523602521891,0.254,0.129
"Diaph1",0.567,0.104946988173435,0.134,0.381290647737505,0.424,0.303
"Pde9a",0.567,0.140133484544122,0.134,0.772618506201513,0.297,0.166
"Hlcs",0.567,0.0949507490014906,0.134,0.308923193205053,0.469,0.345
"Fyttd1",0.567,0.0905959032856886,0.134,0.291468627059426,0.491,0.375
"Prkar2b",0.567,0.186019537458105,0.134,0.550798032702778,0.504,0.372
"Erlec1",0.567,0.112849386995272,0.134,0.400501845852604,0.442,0.322
"Vac14",0.567,0.0850482802911434,0.134,0.515521186589911,0.279,0.148
"Chchd6",0.567,0.117209963774469,0.134,0.323932839811567,0.592,0.466
"Plxna1",0.567,0.172633119164784,0.134,1.30111417636652,0.239,0.112
"Alms1",0.567,0.123715858193521,0.134,0.450845770822309,0.406,0.294
"Radil",0.567,0.143207992317917,0.134,0.994158470309005,0.27,0.146
"9530036O11Rik",0.567,0.241938907277435,0.134,1.56950320513559,0.237,0.111
"Ctnnal1",0.567,0.096693223474265,0.134,0.341359046923744,0.435,0.316
"Slc22a15",0.567,0.150192563680924,0.134,0.881865768376019,0.275,0.15
"Pdia3",0.567,0.100176484573716,0.134,0.421007214156941,0.366,0.247
"Rnf152",0.567,0.124095855417028,0.134,0.607479055106736,0.268,0.131
"Farsb",0.567,0.125547576619223,0.134,0.389903279334033,0.509,0.412
"Klhl13",0.566,0.184365254200738,0.132,0.94653243889047,0.263,0.132
"Slc6a7",0.566,0.14025363054456,0.132,0.864616177420734,0.286,0.162
"Exoc3",0.566,0.0761986315123868,0.132,0.255775682903277,0.467,0.354
"Psma3",0.566,0.0881785300027585,0.132,0.257695056689108,0.556,0.451
"Chd3",0.566,0.105974518914603,0.132,0.36716019500487,0.473,0.352
"Gm12239",0.566,0.0726497046942381,0.132,0.317540446475373,0.208,0.074
"Glra1",0.566,0.197778420135315,0.132,3.68190779578455,0.145,0.014
"Pcbp3",0.566,0.147699517981909,0.132,0.398181342124994,0.569,0.454
"Parp6",0.566,0.101108587820217,0.132,0.38065029852936,0.435,0.332
"Ric3",0.566,0.116236693347137,0.132,0.521217350119861,0.375,0.254
"Idh2",0.566,0.112204413732899,0.132,0.724181037658058,0.243,0.111
"Col16a1",0.566,0.198067492733044,0.132,1.88330961088597,0.185,0.055
"Ebf4",0.566,0.153924419341913,0.132,0.976051944523739,0.25,0.123
"St8sia4",0.566,0.116453053076258,0.132,0.534363577437929,0.268,0.136
"Psmd1",0.566,0.0966728481619238,0.132,0.274813020177107,0.556,0.448
"Snx12",0.565,0.0903536082226724,0.13,0.394300286078082,0.342,0.213
"Arl3",0.565,0.0889170124423851,0.13,0.312279420171615,0.46,0.337
"Sv2c",0.565,0.25507489339775,0.13,0.911879224537823,0.292,0.165
"Klhdc2",0.565,0.131322798137644,0.13,0.652796776715737,0.326,0.212
"Flot2",0.565,0.137113885452892,0.13,0.753553993009386,0.295,0.175
"Blmh",0.565,0.102782740959791,0.13,0.413952697402503,0.391,0.269
"Amotl1",0.565,0.1066277612013,0.13,0.739744275956554,0.217,0.083
"Anapc10",0.565,0.0785995427614243,0.13,0.311927805332423,0.406,0.288
"Fam13a",0.565,0.137136276361075,0.13,0.454784003173301,0.438,0.324
"Nsg1",0.565,0.147877559674951,0.13,0.917951223203494,0.272,0.149
"Ptpn12",0.565,0.0954490100502478,0.13,0.256841407360927,0.589,0.468
"Kcnd3",0.565,0.161255356158993,0.13,0.345242176053385,0.647,0.527
"Stmn3",0.565,0.123039435577684,0.13,0.498810501584275,0.402,0.289
"Ctnnbl1",0.565,0.116537097867729,0.13,0.475838583622062,0.377,0.258
"Mff",0.565,0.0817895857947829,0.13,0.258273302903914,0.496,0.385
"Taf1",0.564,0.0771206996430222,0.128,0.254444671552462,0.473,0.368
"E430024P14Rik",0.564,0.171597096062243,0.128,1.15425960286462,0.23,0.107
"Usp7",0.564,0.0970543508828874,0.128,0.27673350254325,0.556,0.458
"Armh4",0.564,0.155998414849929,0.128,0.670878114810768,0.326,0.205
"Mettl16",0.564,0.100129328092353,0.128,0.402326402259755,0.388,0.281
"Olfm2",0.564,0.136680104200329,0.128,0.499868041865888,0.413,0.293
"Arrb1",0.564,0.0996669802196304,0.128,0.42712003128005,0.362,0.244
"Shank1",0.564,0.108179811833965,0.128,0.35607556215259,0.511,0.386
"Ccdc174",0.564,0.084379376592815,0.128,0.411158080357445,0.339,0.217
"Slain2",0.564,0.0597887680184578,0.128,0.253673522800383,0.388,0.27
"Rims3",0.564,0.16388667362162,0.128,0.936228066814951,0.27,0.148
"Mccc1",0.564,0.114873673774449,0.128,0.444793195357955,0.404,0.291
"Uqcc1",0.564,0.11755933678495,0.128,0.437218047524955,0.402,0.286
"Mmp24",0.564,0.1580955090425,0.128,0.87809213938992,0.31,0.196
"Fbn1",0.564,0.121134429279802,0.128,0.502397086190316,0.362,0.24
"Mapkbp1",0.564,0.105185758681301,0.128,0.431100608815477,0.373,0.259
"Hjurp",0.564,0.0759909293045828,0.128,0.385917801264255,0.315,0.19
"Gnl3l",0.563,0.125016090264462,0.126,0.56260962827339,0.375,0.266
"Capn15",0.563,0.102189713432993,0.126,0.42537358997766,0.377,0.268
"Tfg",0.563,0.106161383112075,0.126,0.484863903079861,0.353,0.237
"Sucla2",0.563,0.0709879592614856,0.126,0.314313148540828,0.359,0.243
"Psma2",0.563,0.127109271054644,0.126,0.754763295688931,0.281,0.164
"Kcnk10",0.563,0.117811235789377,0.126,0.420915832549294,0.417,0.293
"Cdkl1",0.563,0.150807224541614,0.126,0.83667571338366,0.304,0.188
"Dlg4",0.563,0.123849202254154,0.126,0.418922586900784,0.482,0.374
"Rad54l2",0.563,0.0712494397343238,0.126,0.265119857468369,0.435,0.324
"Lrrc1",0.563,0.0895709594149476,0.126,0.392491935436391,0.304,0.174
"Igdcc4",0.563,0.109448806995182,0.126,0.570372270995485,0.286,0.163
"Fgfr1",0.563,0.0626008985077912,0.126,0.31549075029885,0.254,0.124
"Gm29683",0.563,0.124478801836767,0.126,0.754259941138743,0.176,0.047
"Nova2",0.563,0.123423370973132,0.126,0.385344564123521,0.513,0.416
"Eno2",0.563,0.139506798107718,0.126,0.684290043989267,0.35,0.243
"Tmem132c",0.563,0.325099742406438,0.126,1.59816696309175,0.194,0.068
"Grik3",0.563,0.130913486011796,0.126,0.33841108738831,0.462,0.331
"D3Ertd751e",0.563,0.0981274266039002,0.126,0.466095320682335,0.31,0.189
"Cep250",0.563,0.0745202088167133,0.126,0.403742951794898,0.308,0.185
"Napb",0.563,0.112577465135751,0.126,0.390186170570571,0.467,0.355
"Vamp4",0.563,0.0854432351909682,0.126,0.320487818610911,0.413,0.3
"Ndufs1",0.563,0.0870167494010384,0.126,0.288897041476143,0.471,0.362
"Ctps2",0.562,0.0874844865704649,0.124,0.303738200245419,0.44,0.332
"Araf",0.562,0.118432014480127,0.124,0.401283838818413,0.422,0.315
"Pcgf5",0.562,0.0997067171040159,0.124,0.300940519328908,0.493,0.381
"Ankrd13d",0.562,0.136014961258307,0.124,0.850619774538366,0.277,0.166
"Hdac3",0.562,0.119146519460283,0.124,0.605740446919816,0.326,0.211
"Spaca6",0.562,0.0903876594378191,0.124,0.366590993255686,0.4,0.291
"Sec22a",0.562,0.0991394494045256,0.124,0.39550928802701,0.386,0.283
"Ndufaf2",0.562,0.0677551144237117,0.124,0.265488685154273,0.375,0.258
"Pfkp",0.562,0.114669573825552,0.124,0.278243126608321,0.658,0.542
"Dcaf5",0.562,0.10341309107254,0.124,0.277126826253615,0.578,0.483
"Tet1",0.562,0.085694363479774,0.124,0.41621074560562,0.297,0.176
"Cpne7",0.562,0.181194081784536,0.124,0.848170792366571,0.27,0.148
"Slc2a3",0.562,0.140714280973603,0.124,0.540977100745839,0.413,0.311
"Bms1",0.562,0.0829275414357157,0.124,0.394699214286026,0.342,0.228
"Ago1",0.562,0.100124260198366,0.124,0.384897122303176,0.408,0.303
"Pik3r3",0.562,0.0951528083046775,0.124,0.282420775241484,0.473,0.372
"Idh3b",0.562,0.103523714433902,0.124,0.515531262204544,0.335,0.219
"Lypd6b",0.562,0.249089894941476,0.124,1.4312088118635,0.208,0.087
"Pnkd",0.562,0.104717785072291,0.124,0.433381431862969,0.368,0.258
"Txlng",0.561,0.100059810339686,0.122,0.365055668664706,0.435,0.331
"L1cam",0.561,0.147654518704535,0.122,0.806800725421673,0.308,0.202
"Ndufv2",0.561,0.107158971682093,0.122,0.507648542828715,0.342,0.228
"Sod2",0.561,0.128249331271116,0.122,0.486531950148406,0.415,0.317
"Psmc6",0.561,0.0797719138047179,0.122,0.285265858561132,0.433,0.33
"Klhl3",0.561,0.133502576260419,0.122,0.378775708457628,0.56,0.439
"Cltb",0.561,0.120099113528371,0.122,0.596796117241152,0.333,0.223
"Me1",0.561,0.113473349046018,0.122,0.515562128466703,0.346,0.234
"Rpgrip1l",0.561,0.128604218087612,0.122,0.490560464190389,0.393,0.291
"Ankrd42",0.561,0.128629690757496,0.122,0.637570720329249,0.339,0.233
"Acot7",0.561,0.0794291446529978,0.122,0.324777407625702,0.384,0.269
"Atp13a2",0.561,0.105434880326577,0.122,0.761379825060983,0.246,0.127
"Ttc4",0.561,0.12856468805519,0.122,0.581350322477554,0.342,0.234
"Whrn",0.561,0.116641615587906,0.122,0.704572096279733,0.221,0.097
"Slc44a5",0.561,0.147291331867318,0.122,0.373919637928331,0.462,0.353
"Kansl3",0.561,0.0690641602348598,0.122,0.293521023072788,0.366,0.254
"Gpc3",0.56,0.353264855282775,0.12,2.2089680426476,0.165,0.047
"B4galt6",0.56,0.0850416108915942,0.12,0.339731942294037,0.395,0.284
"Atp6v1a",0.56,0.124033134061615,0.12,0.389988745117996,0.489,0.391
"Tfrc",0.56,0.0865603316148835,0.12,0.396707538251333,0.319,0.212
"Cers5",0.56,0.113277814859395,0.12,0.366360751478303,0.462,0.369
"Thoc7",0.56,0.111309333002037,0.12,0.51827156863123,0.33,0.226
"Nol11",0.56,0.0999061462269801,0.12,0.502820720895976,0.319,0.206
"G3bp1",0.56,0.0611546405387183,0.12,0.25905757500563,0.382,0.269
"Bcr",0.56,0.085977367480979,0.12,0.289402603850618,0.462,0.345
"Scn5a",0.56,0.21893852509712,0.12,3.23771742392336,0.138,0.019
"Cdyl2",0.56,0.133806805436957,0.12,0.477300995843076,0.411,0.312
"Frg1",0.56,0.0964324113320841,0.12,0.52460703150343,0.29,0.176
"Uqcrc2",0.56,0.0815156286233151,0.12,0.321152387199599,0.402,0.296
"Tmem145",0.56,0.129386527308688,0.12,1.0922992302603,0.223,0.106
"Ankrd26",0.56,0.0997051767065309,0.12,0.518903019735875,0.304,0.193
"Gfpt1",0.56,0.0978000862761806,0.12,0.488319606230661,0.315,0.204
"Adcyap1r1",0.56,0.112983522005417,0.12,0.626674846839359,0.275,0.16
"Nipsnap2",0.56,0.0888724275825554,0.12,0.343786490799549,0.393,0.282
"Bicdl1",0.56,0.111682897484236,0.12,0.308043376659225,0.589,0.48
"Ssh1",0.56,0.098809991942597,0.12,0.606508884279021,0.263,0.147
"Chchd7",0.56,0.139953008454873,0.12,0.922030293774637,0.246,0.13
"Plch1",0.56,0.174768058859256,0.12,1.09412571652676,0.201,0.083
"Odf2",0.56,0.102011723321822,0.12,0.262546424824035,0.605,0.528
"B230217O12Rik",0.559,0.17207262550736,0.118,0.981712352681325,0.275,0.167
"Tmem63c",0.559,0.152200344428562,0.118,0.629384186199358,0.393,0.3
"Ncbp3",0.559,0.0942716171534529,0.118,0.459312395822803,0.312,0.202
"Gm12296",0.559,0.141331770387918,0.118,1.12381446886526,0.205,0.09
"Lemd3",0.559,0.0734040053014915,0.118,0.273127666956044,0.417,0.312
"Pgr",0.559,0.162202793901711,0.118,0.76339527997895,0.342,0.238
"Spg7",0.559,0.0823991847729929,0.118,0.370387704646244,0.362,0.251
"Plpp4",0.559,0.162300221860195,0.118,1.07835681431459,0.185,0.066
"Lhfpl4",0.559,0.122559765975101,0.118,0.643562648473354,0.308,0.2
"Smarcd3",0.559,0.140183123041408,0.118,0.696975463158754,0.312,0.205
"Rimkla",0.559,0.134492971334166,0.118,1.1491680054309,0.214,0.099
"Miga1",0.559,0.092713460695572,0.118,0.307373034926283,0.487,0.388
"Larp1b",0.559,0.0857551227906004,0.118,0.278769758669749,0.462,0.351
"Arfgef2",0.559,0.0985623864793302,0.118,0.293010695440681,0.502,0.408
"Rcor3",0.559,0.0781309677588706,0.118,0.275000232920949,0.444,0.345
"Efcab2",0.559,0.126906306192144,0.118,0.847593259149371,0.237,0.125
"Fam20b",0.559,0.107412756334774,0.118,0.625916243806422,0.277,0.165
"Xrcc5",0.559,0.0983224174005238,0.118,0.41281159602318,0.344,0.233
"Dnah7b",0.559,0.0818931945901621,0.118,0.481613981230204,0.208,0.087
"Cd99l2",0.558,0.0817894819820575,0.116,0.334171406150017,0.375,0.27
"Syn1",0.558,0.102849060864187,0.116,0.269651478994826,0.614,0.501
"Sf3b2",0.558,0.0851919955323686,0.116,0.316086018903335,0.42,0.32
"Clip4",0.558,0.0970399623293337,0.116,0.356920685821938,0.433,0.316
"Cd200",0.558,0.112602064042463,0.116,0.609128796552136,0.268,0.161
"Lmln",0.558,0.107002892821467,0.116,0.637723937379868,0.277,0.168
"Ube2v2",0.558,0.086596991709153,0.116,0.339114978150778,0.386,0.29
"Hsp90aa1",0.558,0.0762909537694051,0.116,0.337913029263127,0.339,0.229
